"record_id"	"batch_id"	"path"	"sha256"	"bytes"	"inventory_snapshot_git_status"	"effective_snapshot_git_status"	"inventory_material_role"	"document_class"	"source_type"	"current_applicability"	"history_or_derivation"	"approval_named_authorizer"	"approval_date"	"approval_scope"	"approval_version_binding"	"document_approval_state"	"atomic_requirement_extraction_route"	"evidence_or_conflict_pointers"	"investigation_pointer"	"route_class"	"candidate_group_id"
"R09-17"	"R09"	"docs/adr/sdk/0007-ready-helpers-no-blocking-wait.md"	"ca82a0226601eec928492ab69342a0915f473c01a4069830afea13c617527fdd"	"657"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R09-M"	"internal-adr-mixing-local-design-with-unapproved-external-or-product-constraints"	"决定人未知；辅助已实现。`M`：不内置 Wait 属本地设计；可再派条件和 MES 必须承担轮询/超时属于业务/外部接口候选，须按失败/取消路径补证和批准。"	"7/23 旧编号 0008形成，7/27 迁移。BC-STATE-003 支持 SUCCESS+IDLE 的局部外部事实；“SDK 不阻塞、MES 编排超时”是分层选择。"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-separating-business-external-safety-and-local-design-claims-source-review-and-explicit-approval"	"7/23 旧编号 0008形成，7/27 迁移。BC-STATE-003 支持 SUCCESS+IDLE 的局部外部事实；“SDK 不阻塞、MES 编排超时”是分层选择。; 决定人未知；辅助已实现。`M`：不内置 Wait 属本地设计；可再派条件和 MES 必须承担轮询/超时属于业务/外部接口候选，须按失败/取消路径补证和批准。; retain RIoT environment limits, customer SQL boundaries and implementation-versus-approval separation"	"R09-mes-sdk-decisions.md:103"	"candidate"	"R09"
"R09-18"	"R09"	"docs/adr/sdk/0008-v1-explicit-non-goals.md"	"b8c68b23afd8e33149f7bc0c720265eb3552dd209888baef112da08f81aa2034"	"437"	"tracked-clean"	"tracked-clean"	"candidate-decision"	"R09-M"	"internal-adr-mixing-local-design-with-unapproved-external-or-product-constraints"	"决定人未知；当前方法表沿用。`M`：作为 SDK V1 内部 scope 可留在设计层；若任何排除项影响已批准业务/安全/运维能力，必须回需求基线，不可凭 ADR 单方缩减承诺。"	"7/23 旧编号 0009形成，7/27 迁移。无产品范围来源；列出 interrupt、建单路径、Wait、发现接口、DSL、密钥轮换等排除项。"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-separating-business-external-safety-and-local-design-claims-source-review-and-explicit-approval"	"7/23 旧编号 0009形成，7/27 迁移。无产品范围来源；列出 interrupt、建单路径、Wait、发现接口、DSL、密钥轮换等排除项。; 决定人未知；当前方法表沿用。`M`：作为 SDK V1 内部 scope 可留在设计层；若任何排除项影响已批准业务/安全/运维能力，必须回需求基线，不可凭 ADR 单方缩减承诺。; retain RIoT environment limits, customer SQL boundaries and implementation-versus-approval separation"	"R09-mes-sdk-decisions.md:104"	"candidate"	"R09"
"R10-01"	"R10"	"slots-simulator/docs/_templates/template-decision-record.md"	"cb28ac491a4579c3403af9ae4af18a3effe069176bf51ec7b70add0208d54e9c"	"935"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"TEMPLATE"	"simulator-planning-material-of-unknown-source"	"仅指向根模板；不含决定内容; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"仅指向根模板；不含决定内容; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:75"	"excluded"	""
"R10-02"	"R10"	"slots-simulator/docs/_templates/template-functional-requirement.md"	"0a0521c5a5593508244694de72f58657bcc19a0e6f11fc463a82145d9c7f57d4"	"828"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"TEMPLATE"	"simulator-planning-material-of-unknown-source"	"仅指向根模板；不含需求内容; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"仅指向根模板；不含需求内容; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:76"	"excluded"	""
"R10-03"	"R10"	"slots-simulator/docs/00-vision/vision-and-scope.md"	"36700686b64ef521851c866f3cdacff8676ef81fe95f7e14fe9ca4e0783d9b10"	"9436"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ + MAIN-LEAD"	"ai-modified-simulator-planning-material-without-confirmation"	"当前工具范围总览；混入硬件/主系统事实，须逐条回源; vendor-manual semantics excluded from this effort by user scope decision"	"H-AI; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"当前工具范围总览；混入硬件/主系统事实，须逐条回源; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:77"	"candidate"	"R10"
"R10-04"	"R10"	"slots-simulator/docs/01-requirements/fr-001-configurable-slot-count-and-io-mapping.md"	"6c30831ae7bcfbb7d606c4ebabdfe5b6fd61c1f04b83e697f56825b03e9aba32"	"4331"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ"	"simulator-planning-material-of-unknown-source"	"`review`；工具配置/映射需求，无实现证据; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；工具配置/映射需求，无实现证据; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:78"	"candidate"	"R10"
"R10-05"	"R10"	"slots-simulator/docs/01-requirements/fr-002-slot-state-machine-normal-flow.md"	"da7627a47f12cd3def5164d7d18b0203ea7278398b53387349e9e61b74609e2c"	"5449"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ + MAIN-LEAD"	"ai-modified-simulator-planning-material-without-confirmation"	"`review`；工具状态机，包含门/锁/光幕现场假设; vendor-manual semantics excluded from this effort by user scope decision"	"H-AI; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；工具状态机，包含门/锁/光幕现场假设; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:79"	"candidate"	"R10"
"R10-06"	"R10"	"slots-simulator/docs/01-requirements/fr-003-exception-scenario-simulation.md"	"4227ba265ac446098d2055c503750dd32a574d401f6a846dd092322d7b37927f"	"5442"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ + MAIN-LEAD"	"ai-modified-simulator-planning-material-without-confirmation"	"`review`；工具故障注入，复述主系统超时职责; vendor-manual semantics excluded from this effort by user scope decision"	"H-AI; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；工具故障注入，复述主系统超时职责; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:80"	"candidate"	"R10"
"R10-07"	"R10"	"slots-simulator/docs/01-requirements/fr-004-mis-stored-product-retrieval.md"	"b7c1e6a1c2847682cbc2ba68e2e15e1ee8d62bfe6e55a469d843c042cc87852a"	"2620"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ"	"ai-modified-simulator-planning-material-without-confirmation"	"`review`；模拟器取出/关门刺激，不实现主业务; vendor-manual semantics excluded from this effort by user scope decision"	"H-AI; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；模拟器取出/关门刺激，不实现主业务; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:81"	"candidate"	"R10"
"R10-08"	"R10"	"slots-simulator/docs/01-requirements/fr-005-modbus-tcp-slave-protocol.md"	"1a6dbbefa60ae737587ebed091392538951ef051712a400790014a110385075f"	"5133"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ + VENDOR"	"simulator-planning-material-of-unknown-source"	"`review`；工具协议保真要求，硬件部分须回厂商手册/真机; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；工具协议保真要求，硬件部分须回厂商手册/真机; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:82"	"candidate"	"R10"
"R10-09"	"R10"	"slots-simulator/docs/01-requirements/fr-006-automation-control-api.md"	"a89a8c69c81d7c352a135ffe15bad8e53b5fd6a00ebc41017511c04ce5d0ece2"	"5262"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ"	"ai-modified-simulator-planning-material-without-confirmation"	"`review`；仅测试控制面 API，不是主系统 API; vendor-manual semantics excluded from this effort by user scope decision"	"H-AI; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；仅测试控制面 API，不是主系统 API; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:83"	"candidate"	"R10"
"R10-10"	"R10"	"slots-simulator/docs/01-requirements/fr-007-wpf-visualization-panel.md"	"030d837ad80252e73cf1cbaba92ceed9ad3296d591d5597baa8b2b249e9d3463"	"5564"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ"	"ai-modified-simulator-planning-material-without-confirmation"	"`review`；内部开发工具 UI，不是车载 HMI 需求; vendor-manual semantics excluded from this effort by user scope decision"	"H-AI; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；内部开发工具 UI，不是车载 HMI 需求; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:84"	"candidate"	"R10"
"R10-11"	"R10"	"slots-simulator/docs/01-requirements/fr-008-single-instance-single-agv.md"	"824424294f17ef514aa9efa9e68e7fc2c89d190922347a2964db37554dc6f2eb"	"2823"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ"	"simulator-planning-material-of-unknown-source"	"`review`；模拟器部署方式，不约束主系统部署; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；模拟器部署方式，不约束主系统部署; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:85"	"candidate"	"R10"
"R10-12"	"R10"	"slots-simulator/docs/01-requirements/fr-009-headless-host.md"	"54308a5ea4def14275f89a64bc86cc793937e97f599b6b93558583a898a74eee"	"3211"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ"	"simulator-planning-material-of-unknown-source"	"`review`；未来 CI 可用性，不是当前 CI 承诺; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；未来 CI 可用性，不是当前 CI 承诺; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:86"	"candidate"	"R10"
"R10-13"	"R10"	"slots-simulator/docs/01-requirements/fr-010-automation-test-infrastructure.md"	"b40db5e14edffe1aaf59fc2fafe6fb55edae4ef5126da931bf5be2940986b057"	"5332"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ"	"simulator-planning-material-of-unknown-source"	"`review`；测试 reset/探针/日志，不是主系统行为; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；测试 reset/探针/日志，不是主系统行为; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:87"	"candidate"	"R10"
"R10-14"	"R10"	"slots-simulator/docs/01-requirements/fr-011-configurable-slot-layout.md"	"56c00339ed4127f5b2dd90ce286ebba845a616b2bdfac0f7aa0af8e6ad46cd0b"	"7296"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ"	"simulator-planning-material-of-unknown-source"	"`review`；模拟器 WPF 布局，不是实际 HMI 布局; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；模拟器 WPF 布局，不是实际 HMI 布局; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:88"	"candidate"	"R10"
"R10-15"	"R10"	"slots-simulator/docs/01-requirements/fr-012-do-pulse-level-control-mode.md"	"7151362a10b8d6c9e6e2786369136ce3596f4fbf779478e762e3316eea1f2b24"	"5913"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ + MAIN-LEAD"	"ai-modified-simulator-planning-material-without-confirmation"	"`review`；工具行为依赖锁机构/IO 模式现场事实; vendor-manual semantics excluded from this effort by user scope decision"	"H-AI; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；工具行为依赖锁机构/IO 模式现场事实; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:89"	"candidate"	"R10"
"R10-16"	"R10"	"slots-simulator/docs/01-requirements/fr-013-configurable-register-table-template.md"	"2924ae0dd72144ac024c03f65b8ce4c74b03f8b24cbdf03f1bf17d2ce004a6e7"	"6443"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ + VENDOR"	"simulator-planning-material-of-unknown-source"	"`review`；模板要求，厂商事实只限具体型号; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；模板要求，厂商事实只限具体型号; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:90"	"candidate"	"R10"
"R10-17"	"R10"	"slots-simulator/docs/01-requirements/fr-014-multi-io-module-simulation.md"	"1712993bf188132e53b8edd15ed07b5769c399a75439e9015d7aecd4a8fa370c"	"5973"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ + MAIN-LEAD"	"simulator-planning-material-of-unknown-source"	"`review`；多模块模拟，实际车辆拓扑尚缺 IO 清单证据; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；多模块模拟，实际车辆拓扑尚缺 IO 清单证据; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:91"	"candidate"	"R10"
"R10-18"	"R10"	"slots-simulator/docs/01-requirements/fr-015-destination-station-unload-support.md"	"6dbc003a157de11ddbc68f5daef55b13692c8dd16fc8da5c598a8c11da7b1212"	"5887"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-REQ"	"ai-modified-simulator-planning-material-without-confirmation"	"`review`；仅提供 UC-010 所需硬件刺激，不批准 UC 业务; vendor-manual semantics excluded from this effort by user scope decision"	"H-AI; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"simulator-scope-candidate-only-after-separating-main-system-vendor-and-tool-claims-source-review-and-explicit-approval"	"`review`；仅提供 UC-010 所需硬件刺激，不批准 UC 业务; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:92"	"candidate"	"R10"
"R10-19"	"R10"	"slots-simulator/docs/01-requirements/README.md"	"3d19382933b906b86eaf5e6beb207c2689ff376a758d019c389855cf939ab23f"	"1699"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"INDEX"	"simulator-planning-material-of-unknown-source"	"15 份 FR 导航；不独立形成需求; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"15 份 FR 导航；不独立形成需求; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:93"	"excluded"	""
"R10-20"	"R10"	"slots-simulator/docs/02-decisions/dr-001-tech-stack.md"	"4deebb851230fdd64ef383869830af3f98bb3e6dd016adc57e25d0a44467abef"	"1961"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-DEC"	"simulator-planning-material-of-unknown-source"	"`decided`；.NET/WPF、编辑/热重载设计，无批准绑定; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"`decided`；.NET/WPF、编辑/热重载设计，无批准绑定; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:94"	"excluded"	""
"R10-21"	"R10"	"slots-simulator/docs/02-decisions/dr-002-simulation-scope.md"	"28e03dc44998254a6041a6b8048607fcc07bcc35d1a1823a7df3f019f49e9ddf"	"1268"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-DEC + MAIN-LEAD"	"simulator-planning-material-of-unknown-source"	"工具范围决定；“无硬件移动联锁”为待核实现场约束; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"工具范围决定；“无硬件移动联锁”为待核实现场约束; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:95"	"excluded"	""
"R10-22"	"R10"	"slots-simulator/docs/02-decisions/dr-003-first-batch-scenarios.md"	"3d2c512d8b1802f2cde838534a795fd7309196cd4625460cf7998cd3fc0e6558"	"3232"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-DEC"	"ai-modified-simulator-planning-material-without-confirmation"	"工具覆盖范围，不批准所引用 UC 的业务语义; vendor-manual semantics excluded from this effort by user scope decision"	"H-AI; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"工具覆盖范围，不批准所引用 UC 的业务语义; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:96"	"excluded"	""
"R10-23"	"R10"	"slots-simulator/docs/02-decisions/dr-004-configurable-slot-count.md"	"cb4b22c0c40670ff775139c63e929dbf4f7a77c69917894bf3133d4a217236f2"	"1385"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-DEC"	"simulator-planning-material-of-unknown-source"	"工具可配置性设计；8 仓仅作背景引用; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"工具可配置性设计；8 仓仅作背景引用; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:97"	"excluded"	""
"R10-24"	"R10"	"slots-simulator/docs/02-decisions/dr-005-modbus-protocol-fidelity.md"	"ee1adde83de09a962cab20c33cfadb21bda2c37060c33fcac5b195bc2efc5e75"	"2034"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-DEC + VENDOR"	"simulator-planning-material-of-unknown-source"	"工具协议决定；厂商手册支持部分协议事实; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"工具协议决定；厂商手册支持部分协议事实; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:98"	"excluded"	""
"R10-25"	"R10"	"slots-simulator/docs/02-decisions/dr-006-users-and-automation-style.md"	"f72c8df92d256fdb3d6d218723123588f97d9e7d7686ba6d0f1f16bfa5c88f63"	"2263"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-DEC"	"ai-modified-simulator-planning-material-without-confirmation"	"开发自测/API 范围，只适用于工具; vendor-manual semantics excluded from this effort by user scope decision"	"H-AI; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"开发自测/API 范围，只适用于工具; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:99"	"excluded"	""
"R10-26"	"R10"	"slots-simulator/docs/02-decisions/dr-007-multi-agv-support.md"	"f47c10de48bb23e3d789ce9de24c51454f39f75503ed7dfe896ac957a6e60e94"	"2749"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-DEC"	"simulator-planning-material-of-unknown-source"	"单进程单 AGV 是工具部署决定；正文承认旧理由被推翻; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"单进程单 AGV 是工具部署决定；正文承认旧理由被推翻; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:100"	"excluded"	""
"R10-27"	"R10"	"slots-simulator/docs/02-decisions/dr-008-ci-readiness.md"	"965c223ef88f7fea45a2c433bd8380ecb0f225b1a29b46e4fbe83e7273736db4"	"2982"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-DEC + MAIN-LEAD"	"simulator-planning-material-of-unknown-source"	"工具 CI 预留；业务超时归主系统是职责线索; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"工具 CI 预留；业务超时归主系统是职责线索; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:101"	"excluded"	""
"R10-28"	"R10"	"slots-simulator/docs/02-decisions/dr-009-slot-layout-model.md"	"65faf11d947afd86e8dd49443e7a8d6934dacf9b34cea1e4e5540cfde0865660"	"3921"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-DEC"	"simulator-planning-material-of-unknown-source"	"工具 UI 布局决定，不是实际车载 HMI; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"工具 UI 布局决定，不是实际车载 HMI; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:102"	"excluded"	""
"R10-29"	"R10"	"slots-simulator/docs/02-decisions/dr-010-do-control-mode.md"	"811b27ccd000b9a5e97d353b1e7fd7d6bf2cc9c56e38c6bad6ef61678f016b79"	"3660"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-DEC + MAIN-LEAD"	"ai-modified-simulator-planning-material-without-confirmation"	"工具模型；脉冲、弹簧、锁 DI 事实需现场/设备证据; vendor-manual semantics excluded from this effort by user scope decision"	"H-AI; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"工具模型；脉冲、弹簧、锁 DI 事实需现场/设备证据; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:103"	"excluded"	""
"R10-30"	"R10"	"slots-simulator/docs/02-decisions/dr-011-full-register-table-fidelity.md"	"a4f124205d0c8aa417ea12a6fee38bfab06c388f82f8e89310ad9398354f799a"	"4205"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"SIM-DEC + VENDOR"	"simulator-planning-material-of-unknown-source"	"模板化是设计；16DI/16DO 可由厂商手册支持; vendor-manual semantics excluded from this effort by user scope decision"	"H-U; see R10 Git history, derivation and status-correction groups"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-as-requirement; retain-as-simulator-design-test-plan-index-or-evidence-request-pointer"	"模板化是设计；16DI/16DO 可由厂商手册支持; preserve simulator-only scope, MAIN-LEAD evidence gaps, internal inconsistencies and vendor exclusion"	"R10-slot-simulator-materials.md:104"	"excluded"	""
