"RequirementId"	"Source"	"Title"	"OriginalScope"	"CandidateClassification"	"FinalClassification"	"FinalReason"	"DependencyChain"	"MisclassificationRisk"	"ControlServerImpact"	"OnboardHmiImpact"	"SharedProtocolImpact"	"DecisionBasis"
"REQ-0162"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0162"	"8005 不显示 MES 后续操作提醒、不要求提醒确认，也不建立 MES 后续待办、完成状态、未确认告警或专…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的MES 只读与本地完成边界；候选纳入首期，精确字段/状态仍由决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)收口。"	"真实装卸完成→8005 本地终态→释放车辆；MES/PDA 独立且无写回"	"误删会使MES 只读与本地完成边界主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"持久化执行、取消、完成和抑制身份。"	"显示唯一任务和本地完成；不显示或等待 PDA。"	"任务快照、终态和去重关联必须版本化。"	"决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)"
"REQ-0163"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0163"	"MES 写回能力不属于当前基线。未来若要引入，必须作为新能力重新评审，并取得版本绑定的接口与数据契约、授权、…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的MES 只读与本地完成边界；候选纳入首期，精确字段/状态仍由决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)收口。"	"真实装卸完成→8005 本地终态→释放车辆；MES/PDA 独立且无写回"	"误删会使MES 只读与本地完成边界主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"持久化执行、取消、完成和抑制身份。"	"显示唯一任务和本地完成；不显示或等待 PDA。"	"任务快照、终态和去重关联必须版本化。"	"决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)"
"REQ-0164"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0164"	"UC-008 的“0/1”是8005的硬下单门禁，不是自动清理目标。 8005 按下单时的 appointV…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的RIoT 订单状态与自动充电异常；候选纳入首期，精确字段/状态仍由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)收口。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误删会使RIoT 订单状态与自动充电异常主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"执行 WIRE_TO_GATE 字段、站点和容量准入。"	"在机台展示并核对 Sublot/篮数/端点。"	"只传经服务端裁决的字段和错误码，不让车载二次分类。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0165"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0165"	"正常 QUEUEING 是短暂过渡，QueueingStall 才是异常滞留。 可执行订单通常很快进入 EX…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但RIoT 订单状态与自动充电异常中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)确认最小保留部分。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误删可能让RIoT 订单状态与自动充电异常出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"执行 WIRE_TO_GATE 字段、站点和容量准入。"	"在机台展示并核对 Sublot/篮数/端点。"	"只传经服务端裁决的字段和错误码，不让车载二次分类。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0166"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0166"	"各终态不等同于可再派。 SUCCESS 后仍须确认车辆 IDLE 并重新通过完整派车检查；CANCELLED…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但RIoT 订单状态与自动充电异常中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)确认最小保留部分。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误删可能让RIoT 订单状态与自动充电异常出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"执行 WIRE_TO_GATE 字段、站点和容量准入。"	"在机台展示并核对 Sublot/篮数/端点。"	"只传经服务端裁决的字段和错误码，不让车载二次分类。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0167"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0167"	"可证明的暂时阻断应自动恢复。 8005应自动恢复由自身造成、原因已经消除且安全事实可独立证明的临时 Disp…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但RIoT 订单状态与自动充电异常中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)确认最小保留部分。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误删可能让RIoT 订单状态与自动充电异常出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"执行 WIRE_TO_GATE 字段、站点和容量准入。"	"在机台展示并核对 Sublot/篮数/端点。"	"只传经服务端裁决的字段和错误码，不让车载二次分类。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0168"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0168"	"RIoT 原生 QUEUEING 诊断只提供证据，不提供动作授权。 用户指定 GET /api/task/v…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但RIoT 订单状态与自动充电异常中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)确认最小保留部分。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误删可能让RIoT 订单状态与自动充电异常出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"执行 WIRE_TO_GATE 字段、站点和容量准入。"	"在机台展示并核对 Sublot/篮数/端点。"	"只传经服务端裁决的字段和错误码，不让车载二次分类。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0169"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0169"	"低电量只触发防御性升级，不产生越权恢复。 既有充电触发阈值和最低接单电量阈值继续承担正常能源调度与候选过滤职…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：自动充电在范围外，但低电量阻断新任务并等待人工充电是地图已明确保留的直接边界。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误删会使RIoT 订单状态与自动充电异常主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"执行 WIRE_TO_GATE 字段、站点和容量准入。"	"在机台展示并核对 Sublot/篮数/端点。"	"只传经服务端裁决的字段和错误码，不让车载二次分类。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0170"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0170"	"ChargeHangReassign 与普通待充共用一条候选链。 先限定为该车允许集合中的 8005 项目独…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的RIoT 订单状态与自动充电异常范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0171"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0171"	"独占资格由受控名册授予。 项目级“8005 独占充电桩名册”以 RIoT 地图 + 站点标识固定身份并保留批…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的RIoT 订单状态与自动充电异常范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0172"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0172"	"充电失败车辆不取得独立优先级。 它与普通待充车辆进入同一排队集合，统一按当前电量排序；失败事实本身不允许插队…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的RIoT 订单状态与自动充电异常范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0173"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0173"	"成功预占后不可抢占。 候选计算不等于取得资源，只有原子预占成功的车辆才可下单；电量优先只在尚未取得预占的车辆…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的RIoT 订单状态与自动充电异常范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0174"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0174"	"“已确认充不上”可由严格系统事实自动形成。 车辆、订单、预占和目标充电桩身份必须一致；车辆已到精确的 RIo…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的RIoT 订单状态与自动充电异常范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0175"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0175"	"一般充电类异常不得误触发暂停。 单独 HANG、超时、未到桩、导航不可达、车辆不可执行、自由文本失败提示、订…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的RIoT 订单状态与自动充电异常范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0176"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0176"	"系统事实不完整时，只有 R-11 可补充现场确认。 R-11 或等效维护权限人员可以个人身份确认具体车辆已在…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的RIoT 订单状态与自动充电异常范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0177"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0177"	"确认后立即以不可变、幂等事件暂停该桩的全部 8005 分配。 事件记录唯一 ID 和触发来源，充电桩 RIo…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的RIoT 订单状态与自动充电异常范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0178"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0178"	"失败后进入单一“清桩中”闭环。 旧充电订单必须在清桩前确认取消终态，取消结果未知时继续对账而不完成清桩。正常…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的RIoT 订单状态与自动充电异常范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0179"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0179"	"清桩有两种可替代的完成证明。 系统确认车辆已到地图等待点，或取得人工清桩确认：车辆已移至安全位置且原桩已腾空…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的RIoT 订单状态与自动充电异常范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0180"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0180"	"人工清桩不自动恢复或阻断车辆。 若车辆已到地图等待点，且位置有效、旧订单已终结、车辆状态正常并通过常规派车检…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：该条核心行为落在本地图已排除或未采用的RIoT 订单状态与自动充电异常范围；不进入首期实现，但保留原基线身份并由决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)最终逐条复核。"	"车辆/订单新鲜事实→派车资格→移动或人工充电阻断→结果收敛"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定 MVP RIoT 移动、建单对账与人工充电边界 (../issues/06-decide-riot-movement-order-reconciliation-and-manual-charging-boundary.md)"
"REQ-0181"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0181"	"工厂 IT SQL 是候选集合边界。 MesIngest 执行工厂 IT 正式提供的全厂六类 MES SQL…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但MES 候选、字段与机台端点中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)确认最小保留部分。"	"完整 WIRE_TO_GATE 行→AREA/EQP 与篮数事实→机台站/关卡站解析→装货准入"	"误删可能让MES 候选、字段与机台端点出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"执行 WIRE_TO_GATE 字段、站点和容量准入。"	"在机台展示并核对 Sublot/篮数/端点。"	"只传经服务端裁决的字段和错误码，不让车载二次分类。"	"决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)"
"REQ-0182"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0182"	"字段完整性采用单行隔离。 当前七列为 TASK_TYPE、SUBLOT、AREA、EQP、STEP、DATE…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 交互／安全依赖"	"MVP 交互／安全依赖"	"复核 02～11 票最终决议后保留候选结论：不要求在首期重建该条全部产品面，但MES 候选、字段与机台端点中的事实、门禁或恢复语义是本旅程正确性/安全性的前置依赖；由决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)确认最小保留部分。"	"完整 WIRE_TO_GATE 行→AREA/EQP 与篮数事实→机台站/关卡站解析→装货准入"	"误删可能让MES 候选、字段与机台端点出现权威分叉、物理状态猜测、断联后重复副作用或无法恢复；误当完整首期功能则扩大范围。"	"执行 WIRE_TO_GATE 字段、站点和容量准入。"	"在机台展示并核对 Sublot/篮数/端点。"	"只传经服务端裁决的字段和错误码，不让车载二次分类。"	"决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)"
"REQ-0183"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0183"	"全厂 Demand 与老厂执行范围分层。 工厂 SQL 读取全厂数据，所有合格返回行均生成并保留 Trans…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的MES 候选、字段与机台端点；候选纳入首期，精确字段/状态仍由决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)收口。"	"完整 WIRE_TO_GATE 行→AREA/EQP 与篮数事实→机台站/关卡站解析→装货准入"	"误删会使MES 候选、字段与机台端点主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"执行 WIRE_TO_GATE 字段、站点和容量准入。"	"在机台展示并核对 Sublot/篮数/端点。"	"只传经服务端裁决的字段和错误码，不让车载二次分类。"	"决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)"
"REQ-0184"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0184"	"每个 Demand 只有一个 MES AREA 端点。 STAGING_TO_WIRE 中 EQP + AR…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"MVP 直接必须"	"MVP 直接必须"	"复核 02～11 票最终决议后保留候选结论：该条直接约束单 WIRE_TO_GATE 旅程的MES 候选、字段与机台端点；候选纳入首期，精确字段/状态仍由决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)收口。"	"完整 WIRE_TO_GATE 行→AREA/EQP 与篮数事实→机台站/关卡站解析→装货准入"	"误删会使MES 候选、字段与机台端点主旅程或现场验收无法闭环，并可能造成重复执行、错误站点/仓位或不可证明完成。"	"执行 WIRE_TO_GATE 字段、站点和容量准入。"	"在机台展示并核对 Sublot/篮数/端点。"	"只传经服务端裁决的字段和错误码，不让车载二次分类。"	"决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)"
"REQ-0185"	"../../../requirements/baselines/current-requirements-v1.0.0.md#req-0185"	"共晶与低温共晶在选任务阶段排除。 项目维护 TransportExecutionExcludedArea 列…"	"8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准"	"本场景不适用"	"本场景不适用"	"复核 02～11 票最终决议后保留候选结论：旧排除 AREA 能力已由受控 Map/AREA 正向配置收敛，且单场景只接收 WIRE_TO_GATE；候选不进入首期，最终逐条批准时复核。"	"完整 WIRE_TO_GATE 行→AREA/EQP 与篮数事实→机台站/关卡站解析→装货准入"	"误纳入会引入范围外状态、页面或协议消息；误把其中可复用的小型门禁一并删除，可能遗漏依赖，故仍需最终 HITL 复核。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"无首期实现影响；只保留为基线追溯，禁止误删原需求。"	"不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。"	"决定机台取货、多仓装货、关卡卸货与成功边界 (../issues/04-decide-pickup-loading-gate-unloading-and-success-boundary.md)"
