cluster_id	representative_candidate_id	member_count	batch_count	source_count	relation_types	review_dispositions	applicable_scopes	version_scope_pointers	member_candidate_ids	representative_statement	review_note
SC-0503	R01-A1709	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1709,R01-A2609	一次只推进一个步骤；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0504	R01-A1710	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1710,R01-A2610	通过受控适配器调用既有业务能力，不重复定义其规则。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0505	R01-A1711	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1711,R01-A2611	支持顺序执行、条件允许跳过、有限重试、等待外部事件。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0506	R01-A1712	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1712,R01-A2612	记录每步输入输出、尝试次数与审计。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0507	R01-A1713	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1713,R01-A2613	流程「完成」不自动等同搬运任务「完成」；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0508	R01-A1714	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1714,R01-A2614	业务状态仅由预置业务步骤按状态机变更。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0509	R01-A1716	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1716,R01-A2616	快照无效、关键状态未知、强制步骤被误配跳过、外部调用失败或结果未知：暂停或转异常处置，不盲目重发。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0510	R01-A1717	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1717,R01-A2617	流程状态与业务任务状态不得错误联动。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0511	R01-A1720	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1720,R01-A2620	**目标：** 步骤失败、超时、结果未知或安全阻断时，自动重试或授权人工处置。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0512	R01-A1722	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1722,R01-A2622	先按快照做有限自动重试；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0513	R01-A1723	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1723,R01-A2623	对可能已产生副作用的步骤先对账再决定是否重试。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0514	R01-A1724	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1724,R01-A2624	自动恢复失败后告警，向有权限的 IT/调度人员展示证据与允许的操作项。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0515	R01-A1725	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1725,R01-A2625	人工可选：重试当前步、规则允许时跳过、或安全终止整个流程实例（须二次认证与原因）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0516	R01-A1726	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1726,R01-A2626	安全联锁、身份认证、站点解析、幂等等关键步骤不可人工跳过。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0517	R01-A1728	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1728,R01-A2628	对账仍不确定：保持暂停，不得认定成功或盲目重发。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0518	R01-A1729	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1729,R01-A2629	认证失败、重试不安全、请求跳过强制步骤、处置失败：拒绝操作并保持阻断。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0519	R01-A1732	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1732,R01-A2632	**目标：** IT、调度或生产流程管理员只读查看流程执行到哪一步、等待/失败原因及关联任务。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0520	R01-A1734	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1734,R01-A2634	按实例、任务、子批号、车辆、模板版本、状态、时间等筛选。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0521	R01-A1735	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1735,R01-A2635	展示绑定的模板版本、匹配证据、步骤时间线、等待/重试/异常及人工处置审计。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0522	R01-A1736	2	1	2	exact-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1736,R01-A2636	外部状态（MES、调度、IO）标注「当前/过期/未知」，不把过期值当实时安全依据。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0523	R01-A1737	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1737,R01-A2637	有导出权限时可导出脱敏进度报告；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0524	R01-A1738	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1738,R01-A2638	本场景不修改任务、模板或流程。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0525	R01-A1740	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1740,R01-A2640	无权限、数据不完整、快照无法验证、关联标识冲突：拒绝或明确标未知，不猜测关联。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0526	R01-A1742	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1742,R01-A2642	无（生产流程管理员仅只读，无配置与处置入口）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0527	R01-A1743	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1743,R01-A2643	说明：本章账号均为管理配置端本地账号，与现场工控机刷工牌相互独立；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0528	R01-A1744	2	1	2	exact-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1744,R01-A2644	现场装卸仍刷工牌经 MES 验身。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0529	R01-A1745	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1745,R01-A2645	**目标：** IT 维护人员在管理配置端创建、修改、启用或停用本地个人账号。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0530	R01-A1747	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1747,R01-A2647	新建账号：登录名、姓名等；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0531	R01-A1748	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1748,R01-A2648	登录名唯一且符合格式；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0532	R01-A1749	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1749,R01-A2649	凭据设置完成前不可登录。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0533	R01-A1750	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1750,R01-A2650	可修改展示资料；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0534	R01-A1751	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1751,R01-A2651	登录名创建后不可改。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0535	R01-A1752	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1752,R01-A2652	停用：撤销其活动会话，历史审计保留；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0536	R01-A1753	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1753,R01-A2653	不物理删除账号。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0537	R01-A1754	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1754,R01-A2654	内置管理员账号由系统初始化，不经过本场景的创建/改名/停用。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0538	R01-A1755	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1755,R01-A2655	不创建、不绑定现场工牌。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0539	R01-A1757	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1757,R01-A2657	登录名重复、格式错误或保留名冲突：拒绝创建。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0540	R01-A1758	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1758,R01-A2658	凭据初始化失败：账号不可登录。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0541	R01-A1759	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1759,R01-A2659	并发修改冲突或保存失败：回滚并提示刷新。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0542	R01-A1762	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1762,R01-A2662	**目标：** IT 维护自定义角色，并从系统预置权限目录中为角色勾选权限组合。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0543	R01-A1764	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1764,R01-A2664	新建/修改角色名称、说明与权限集合；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0544	R01-A1765	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1765,R01-A2665	校验依赖关系与职责分离。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0545	R01-A1766	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1766,R01-A2666	复制角色、停用角色（停用后不可再分配给新用户）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0546	R01-A1767	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1767,R01-A2667	权限项由系统功能发布提供，页面不能自创权限代码。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0547	R01-A1768	2	1	2	exact-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1768,R01-A2668	现场工牌岗位权限由 MES 返回，不在本地角色中维护。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0548	R01-A1769	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1769,R01-A2669	内置「超级管理员」角色不可编辑、不可停用。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0549	R01-A1771	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1771,R01-A2671	名称重复、权限未知/已退役、职责冲突、并发修改或事务失败：拒绝保存。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0550	R01-A1774	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1774,R01-A2674	厂内 IT 人员是否需要登录本系统（管理配置端）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0551	R01-A1775	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1775,R01-A2675	**目标：** IT 为管理配置端本地账号授予或撤销一个或多个启用角色。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0552	R01-A1777	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1777,R01-A2677	展示用户当前角色及每项权限来源；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0553	R01-A1778	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1778,R01-A2678	多角色权限为并集。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0554	R01-A1779	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1779,R01-A2679	授权/撤销须填写原因并记录审计；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0555	R01-A1780	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1780,R01-A2680	撤销后相关敏感操作令牌失效。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0556	R01-A1781	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1781,R01-A2681	可为停用账号预配角色，启用并登录后才生效。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0557	R01-A1782	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1782,R01-A2682	不通过本场景授予内置超级管理员角色；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0558	R01-A1783	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1783,R01-A2683	不要求现场操作员先绑本地账号。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0559	R01-A1785	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1785,R01-A2685	用户不可管理、角色已停用、越权授权、职责冲突或事务失败：拒绝整单操作。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0560	R01-A1788	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1788,R01-A2688	**目标：** 管理配置端用户使用本地账号登录，建立有时效的管理会话并在每次请求时校验权限。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0561	R01-A1790	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1790,R01-A2690	输入登录名与密码；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0562	R01-A1791	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1791,R01-A2691	统一提示失败信息，不泄露账号是否存在。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0563	R01-A1792	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1792,R01-A2692	成功后读取当前角色权限，建立会话（含空闲与绝对超时）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0564	R01-A1793	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1793,R01-A2693	已有有效会话可直接进入；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0565	R01-A1794	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1794,R01-A2694	支持主动注销与超时注销。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0566	R01-A1795	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1795,R01-A2695	不处理工控机刷工牌；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0567	R01-A1796	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1796,R01-A2696	工牌会话与本地管理会话相互独立。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0568	R01-A1798	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1798,R01-A2698	凭据错误、账号停用/锁定：不建会话。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0569	R01-A1799	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1799,R01-A2699	连续失败达阈值：临时锁定并记安全事件。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0570	R01-A1800	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1800,R01-A2700	认证成功但无任何管理权限：不进入功能，提示联系管理员。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0571	R01-A1801	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1801,R01-A2701	会话期间账号停用或权限撤销：下次请求拒绝，停用则整会话撤销。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0572	R01-A1803	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1803,R01-A2703	无（高风险配置类操作登录后仍须各自场景的二次认证）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0573	R01-A1804	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1804,R01-A2704	**目标：** 有权限的管理人员跨功能域检索安全与合规类审计记录，必要时脱敏导出。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0574	R01-A1806	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1806,R01-A2706	按时间、操作人、功能域、对象、动作、结果、风险级别等筛选。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0575	R01-A1807	2	1	2	exact-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1807,R01-A2707	覆盖：本地账号/角色/登录、配置变更、工牌现场操作、扫码装卸、MES 与调度交互、人工异常处置等。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0576	R01-A1808	2	1	2	exact-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1808,R01-A2708	详情区分本地账号操作与工牌操作（后者展示 MES 人员与岗位结论，不建本地账号关联）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0577	R01-A1809	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1809,R01-A2709	凭据、令牌、完整敏感报文脱敏；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0578	R01-A1810	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1810,R01-A2710	查询与导出行为本身记入审计。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0579	R01-A1811	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1811,R01-A2711	只读，不提供编辑或删除审计入口。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0580	R01-A1813	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1813,R01-A2713	无权限、条件非法、数据不完整、无法脱敏、导出超范围或归档不可达：拒绝或明确标「不完整」，不把无数据等同于未发生。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0581	R01-A1815	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1815,R01-A2715	生产管理者、IT、调度运维各自可见审计数据域的具体划分（由角色权限配置）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0582	R01-A1816	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1816,R01-A2716	**目标：** 生产相关人员按子批号、仓位、任务等查询历史装取料事件，服务日常追溯与交接核对。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0583	R01-A1818	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1818,R01-A2718	与审计日志共用查询入口下的「物料存取」视图。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0584	R01-A1819	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1819,R01-A2719	展示装载、取出、取消、异常锁定/解除等；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0585	R01-A1820	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1820,R01-A2720	含操作时间、工牌操作人、车/仓、子批号、任务号、结果。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0586	R01-A1821	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1821,R01-A2721	可从仓位看板、任务或告警反查；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0587	R01-A1822	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1822,R01-A2722	有导出权限时可导出。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0588	R01-A1823	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1823,R01-A2723	聚焦生产语义，权限可比审计更宽松，范围由角色配置。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0589	R01-A1825	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1825,R01-A2725	无权限、条件无效、来源事件缺失、导出失败：拒绝并标数据不完整。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0590	R01-A1828	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	MES-integration,dispatch-and-fleet,onboard-and-site-operations		R01-A1828,R01-A2728	**目标：** 维护与 IT 人员查询或订阅 IO、应用、MES/调度接口等技术日志，用于排障。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0591	R01-A1830	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1830,R01-A2730	按组件、级别、时间、关键字或追踪标识查历史日志；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0592	R01-A1831	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1831,R01-A2731	可订阅实时流持续监看。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0593	R01-A1832	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1832,R01-A2732	展示错误码、请求/响应摘要、重试次数等诊断信息；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0594	R01-A1833	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1833,R01-A2733	凭据类仍脱敏。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0595	R01-A1834	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1834,R01-A2734	与审计、物料历史共用入口不同视图；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0596	R01-A1835	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1835,R01-A2735	日志不可通过本场景修改删除。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0597	R01-A1837	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1837,R01-A2737	无组件权限、条件过大、存储不可达、脱敏失败、订阅建立失败或推送中断：拒绝或标中断/不完整，并提示最后可用时间。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0598	R01-A1839	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1839,R01-A2739	具体组件清单与各维护角色可见的组件范围（由部署与权限配置持续调整）。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0599	R01-A1840	2	1	2	normalized-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1840,R01-A2740	**目标：** 保证「有仓门开着」与「车在移动」不能同时成立，覆盖全部业务与维护开门场景。	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
SC-0600	R01-A1842	2	1	2	exact-text-duplicate	approval-candidate-not-approved	dispatch-and-fleet,onboard-and-site-operations		R01-A1842,R01-A2742	开门前：任何开锁/开门前必须先查车是否静止；	仅供共同审阅；保留每条来源、范围、版本与批准状态，不自动合并或删除。
