"candidate_id"	"batch_id"	"source_record_id"	"source_path"	"source_sha256"	"exact_location"	"section_path"	"statement_text"	"source_context"	"statement_fingerprint"	"candidate_class"	"source_claim_status"	"applicable_scope"	"baseline_route"	"duplicate_or_derivation"	"conflict_pointer"	"approval_state"	"approval_gap"
"R02-A0466"	"R02"	"R02-13"	"requirement-documents/02-business-rules/br-004-workflow-template-matching.md"	"e10d2a634aded29032d0ab939a9b48f7baadb338ea7adca9bc412f9f50220a2b"	"line 108"	"BR-004 Workflow Template Matching 流程模板匹配规则 > Related Use Cases 关联用例"	"[[uc-027-execute-workflow-steps|UC-027]]：仅执行已唯一绑定且结构有效的模板快照。"	"[[uc-027-execute-workflow-steps|UC-027]]：仅执行已唯一绑定且结构有效的模板快照。"	"7ebf942e5dfb88ab0220f3c72f6f3e3712f2116b2aef7f46ace9826a8ee810ff"	"traceability-evidence"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"workflow-engine-and-governance"	"evidence-only"	"unknown-source-internal-workflow-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0467"	"R02"	"R02-13"	"requirement-documents/02-business-rules/br-004-workflow-template-matching.md"	"e10d2a634aded29032d0ab939a9b48f7baadb338ea7adca9bc412f9f50220a2b"	"line 109"	"BR-004 Workflow Template Matching 流程模板匹配规则 > Related Use Cases 关联用例"	"[[uc-028-handle-workflow-step-exception|UC-028]]：处理匹配异常后的授权人工覆盖，不得绕过本规则。"	"[[uc-028-handle-workflow-step-exception|UC-028]]：处理匹配异常后的授权人工覆盖，不得绕过本规则。"	"5ccdc4c184b58f67b08d58a0c02952b6b4cad4e3b3d82f5fb7c8107d154d2976"	"traceability-evidence"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"evidence-only"	"unknown-source-internal-workflow-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0468"	"R02"	"R02-13"	"requirement-documents/02-business-rules/br-004-workflow-template-matching.md"	"e10d2a634aded29032d0ab939a9b48f7baadb338ea7adca9bc412f9f50220a2b"	"line 110"	"BR-004 Workflow Template Matching 流程模板匹配规则 > Related Use Cases 关联用例"	"[[uc-029-view-workflow-instance-progress|UC-029]]：只读展示匹配证据和覆盖审计。"	"[[uc-029-view-workflow-instance-progress|UC-029]]：只读展示匹配证据和覆盖审计。"	"d2736e202ceaa81883bd9bd7bd608ef20bf7267ebdaff9fb15c7601986b6aba2"	"traceability-evidence"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"workflow-engine-and-governance"	"evidence-only"	"unknown-source-internal-workflow-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0469"	"R02"	"R02-13"	"requirement-documents/02-business-rules/br-004-workflow-template-matching.md"	"e10d2a634aded29032d0ab939a9b48f7baadb338ea7adca9bc412f9f50220a2b"	"line 111"	"BR-004 Workflow Template Matching 流程模板匹配规则 > Related Use Cases 关联用例"	"[[br-003-area-station-mapping|BR-003]]：提供匹配所需的冻结起终点及站点类型。"	"[[br-003-area-station-mapping|BR-003]]：提供匹配所需的冻结起终点及站点类型。"	"950fc6363e5494d993c7e455dc13bfafc872811687d16b1ac8a01d9105f42c37"	"traceability-evidence"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"dispatch-map-and-RIoT"	"evidence-only"	"unknown-source-internal-workflow-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0470"	"R02"	"R02-13"	"requirement-documents/02-business-rules/br-004-workflow-template-matching.md"	"e10d2a634aded29032d0ab939a9b48f7baadb338ea7adca9bc412f9f50220a2b"	"line 112"	"BR-004 Workflow Template Matching 流程模板匹配规则 > Related Use Cases 关联用例"	"[[br-005-workflow-template-versioning|BR-005]]：定义已发布版本和实例快照。"	"[[br-005-workflow-template-versioning|BR-005]]：定义已发布版本和实例快照。"	"4c9dec0776353f2e3f6a62d31c3172285cb55e9554bca018f5602bf4ce107aa4"	"traceability-evidence"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"evidence-only"	"unknown-source-internal-workflow-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0471"	"R02"	"R02-13"	"requirement-documents/02-business-rules/br-004-workflow-template-matching.md"	"e10d2a634aded29032d0ab939a9b48f7baadb338ea7adca9bc412f9f50220a2b"	"line 113"	"BR-004 Workflow Template Matching 流程模板匹配规则 > Related Use Cases 关联用例"	"[[br-006-workflow-step-execution|BR-006]]：约束匹配后可执行的流程结构和安全边界。"	"[[br-006-workflow-step-execution|BR-006]]：约束匹配后可执行的流程结构和安全边界。"	"cea5e4b06be16af910c10a12cfb898bc6ef9ea56c9e413aadc4cfe35f3a9e314"	"traceability-evidence"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"evidence-only"	"unknown-source-internal-workflow-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0472"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 19"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 1. 模板状态"	"流程模板版本仅允许以下状态："	"流程模板版本仅允许以下状态："	"7b55fec676b3a3479e130562b0b00edcbc6fe40f234f47c92d478a3798f92780"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0473"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 21"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 1. 模板状态"	"`Draft`：草稿。"	"`Draft`：草稿。允许具有维护权限的人员编辑和校验，不得参与运行时匹配或创建流程实例。"	"d1497a70a60db8848acc143fecbdd50f85e38af444aed2fbfe9da68942700557"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0474"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 21"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 1. 模板状态"	"允许具有维护权限的人员编辑和校验，不得参与运行时匹配或创建流程实例。"	"`Draft`：草稿。允许具有维护权限的人员编辑和校验，不得参与运行时匹配或创建流程实例。"	"a5aae07de8a6ff80e020ed9f2a08c637594b16edf3823c171c22377173755237"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"identity-access-and-audit"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0475"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 22"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 1. 模板状态"	"`Published`：已发布。"	"`Published`：已发布。内容不可变，可以按 [[br-004-workflow-template-matching|BR-004]] 参与新实例匹配。"	"d04bbdb449f0274c7e58052ba4c44a09cb306b2d3444fd736a352f8c73f00ed3"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0476"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 22"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 1. 模板状态"	"内容不可变，可以按 [[br-004-workflow-template-matching|BR-004]] 参与新实例匹配。"	"`Published`：已发布。内容不可变，可以按 [[br-004-workflow-template-matching|BR-004]] 参与新实例匹配。"	"27b8fe8935e94170f0b6a7cfe2edad088265b525b2372e243e6d0e4cb67a9df4"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0477"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 23"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 1. 模板状态"	"`Retired`：已停用。"	"`Retired`：已停用。内容仍不可变，不再参与新实例匹配；已有任务和流程实例继续引用其历史快照。"	"454264e40b373ed9773888108ad7df0726d2ca514c7687f88cb969c76f1c540d"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0478"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 23"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 1. 模板状态"	"内容仍不可变，不再参与新实例匹配；"	"`Retired`：已停用。内容仍不可变，不再参与新实例匹配；已有任务和流程实例继续引用其历史快照。"	"48f086c2853ec3b2b5cb724f9a6671ab3684eaa480d14faf620e50a5cb700306"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0479"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 23"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 1. 模板状态"	"已有任务和流程实例继续引用其历史快照。"	"`Retired`：已停用。内容仍不可变，不再参与新实例匹配；已有任务和流程实例继续引用其历史快照。"	"40c86de7eb0ecf92463952e4d8448dd826a96b4da5401463374d9995631980df"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0480"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 25"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 1. 模板状态"	"允许的状态转换只有："	"允许的状态转换只有："	"0a4195de832ed244a75c3bcbf39246c9cc01313aa6695171d3ef9d06a75f93b9"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0481"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 31"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 1. 模板状态"	"不允许将 `Published` 或 `Retired` 退回 `Draft`，不允许重新启用原 `Retired` 版本。"	"不允许将 `Published` 或 `Retired` 退回 `Draft`，不允许重新启用原 `Retired` 版本。需要恢复或修改时必须从历史版本复制生成新的 `Draft`，经校验后发布为新版本。"	"4a30d3342979f7c194f1036510ba4d0a11973365ac29b5be2e6ffbace5142b5f"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0482"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 31"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 1. 模板状态"	"需要恢复或修改时必须从历史版本复制生成新的 `Draft`，经校验后发布为新版本。"	"不允许将 `Published` 或 `Retired` 退回 `Draft`，不允许重新启用原 `Retired` 版本。需要恢复或修改时必须从历史版本复制生成新的 `Draft`，经校验后发布为新版本。"	"e016f94eab5c3fcba80aab9c2bcc7073a1dbd5d7e4dca89cfa6f2efee86a7083"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0483"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 35"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 2. 发布与不可变版本"	"每次发布必须生成新的、不可变的模板版本，至少包含稳定的 `templateId`、单调递增的 `version`、全局唯一 `templateVersionId`、模板内容、匹配条件、步骤定义、发布时间、发布人和内容校验值。"	"每次发布必须生成新的、不可变的模板版本，至少包含稳定的 `templateId`、单调递增的 `version`、全局唯一 `templateVersionId`、模板内容、匹配条件、步骤定义、发布时间、发布人和内容校验值。"	"153599ce6adaebfb18429d7a80733d7fd6a4d1ba93192eafb712da90ef56e5ab"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0484"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 36"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 2. 发布与不可变版本"	"发布必须基于一个校验通过的 `Draft`。"	"发布必须基于一个校验通过的 `Draft`。模板结构、步骤参数、匹配条件、安全步骤、外部事件及重试策略任一无效时，整次发布失败，不得产生部分可用版本。"	"10454693c9c0839c49efeaa474ec22c2f15ce3eed99991569afa1cddd0e154c4"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0485"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 36"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 2. 发布与不可变版本"	"模板结构、步骤参数、匹配条件、安全步骤、外部事件及重试策略任一无效时，整次发布失败，不得产生部分可用版本。"	"发布必须基于一个校验通过的 `Draft`。模板结构、步骤参数、匹配条件、安全步骤、外部事件及重试策略任一无效时，整次发布失败，不得产生部分可用版本。"	"926f67475caffd58c59d6e397299e78768d326c75f87a3a3037d0a7e16a759e1"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0486"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 37"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 2. 发布与不可变版本"	"`Published` 后，匹配条件、步骤顺序、步骤参数、跳过条件、重试参数、安全标记及名称说明均不得原地修改。"	"`Published` 后，匹配条件、步骤顺序、步骤参数、跳过条件、重试参数、安全标记及名称说明均不得原地修改。"	"0f66ee51be81f29cdd08239dd7fc4aea9c821600ae8e7d40aa29f1bd3c8fa8ba"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0487"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 38"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 2. 发布与不可变版本"	"修订已发布模板时，应复制生成新的 `Draft`；"	"修订已发布模板时，应复制生成新的 `Draft`；发布后得到下一个版本，旧版本保持原内容和原状态。"	"1133103c49e12bb7327bef5c01d33c6ef05f4d0b8656a943798577b94e033ab9"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0488"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 38"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 2. 发布与不可变版本"	"发布后得到下一个版本，旧版本保持原内容和原状态。"	"修订已发布模板时，应复制生成新的 `Draft`；发布后得到下一个版本，旧版本保持原内容和原状态。"	"7084180552f730bf82183e4d481c748f077df88efed64702354ccff756fe872a"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0489"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 39"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 2. 发布与不可变版本"	"版本号不得重用；"	"版本号不得重用；发布失败也不得覆盖另一个已经成功发布的版本。"	"c8de83348966f88b2dcb6c0e51abc63daef6a1dae15d999ab8e67a3c2c95e93e"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0490"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 39"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 2. 发布与不可变版本"	"发布失败也不得覆盖另一个已经成功发布的版本。"	"版本号不得重用；发布失败也不得覆盖另一个已经成功发布的版本。"	"eccec4fb5ce528233ea5de7a19f65f70ccbf11092c68c04849dcebcd0b3f0812"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0491"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 43"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 3. 任务、流程实例与快照绑定"	"任务或流程实例创建时，系统必须绑定当时唯一匹配的 `Published` 模板版本，并保存足以独立重放和审计的不可变快照。"	"任务或流程实例创建时，系统必须绑定当时唯一匹配的 `Published` 模板版本，并保存足以独立重放和审计的不可变快照。快照至少包括："	"56a74c6c3f70ff82b523944216868579593d157c2266dedc577ed7e393a14364"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0492"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 43"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 3. 任务、流程实例与快照绑定"	"快照至少包括："	"任务或流程实例创建时，系统必须绑定当时唯一匹配的 `Published` 模板版本，并保存足以独立重放和审计的不可变快照。快照至少包括："	"c4cf9f552b9c801783dfb3628e4937f982bd3ba25f6cf5f2acf5b0ddf9deaa0c"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0493"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 45"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 3. 任务、流程实例与快照绑定"	"`templateId`、`templateVersionId`、版本号和内容校验值。"	"`templateId`、`templateVersionId`、版本号和内容校验值。"	"ade53aadc725d48185eb0709990da5ba03b99cc5843e71b2403a0f84f652fea3"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0494"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 46"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 3. 任务、流程实例与快照绑定"	"匹配条件及本次匹配输入、匹配结果或授权覆盖记录。"	"匹配条件及本次匹配输入、匹配结果或授权覆盖记录。"	"910d69f01f0cc3ef71e5b2d7ab6975c5759a0cfedd99ad9e19c360969079e52f"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0495"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 47"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 3. 任务、流程实例与快照绑定"	"有序步骤、步骤类型、参数、跳过条件、重试上限、等待事件与超时策略。"	"有序步骤、步骤类型、参数、跳过条件、重试上限、等待事件与超时策略。"	"0dfa88ceb699ca31f16b4b6cb7b8642c8fef58521da939d20ff349176e8c4799"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
"R02-A0496"	"R02"	"R02-14"	"requirement-documents/02-business-rules/br-005-workflow-template-versioning.md"	"798aad13791f06d7db6e7a1043b4c3439817311bd15ade6e152a872adcc22e53"	"line 48"	"BR-005 Workflow Template Versioning 流程模板版本与快照规则 > Rule Statement 规则内容 > 3. 任务、流程实例与快照绑定"	"强制安全步骤标记及当时引用的步骤目录版本。"	"强制安全步骤标记及当时引用的步骤目录版本。"	"1cf3361af998838b8790b0720e5e627f3dea86c608e638a5cdefca633150457d"	"internal-modeling-candidate"	"self-asserted-confirmed-or-internal-derived-without-evidence"	"slot-hardware-and-material-handling"	"needs-source-and-explicit-approval"	"unknown-source-internal-workflow-version-model; self-asserted-confirmation-summary-without-record"	"none-found-within-r02-pass"	"not-approved"	"named-approver;approval-date;approved-scope;version-or-sha256-binding"
