review_id	candidate_id	batch_id	source_record_id	source_path	exact_location	section_path	statement_text	source_context	statement_fingerprint	original_candidate_class	original_baseline_route	original_review_disposition	original_conflict_pointer	original_approval_state	post_conflict_disposition	resolution_pointer	review_rationale	review_fingerprint
PCR-0120	R01-A1912	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1293	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	确认完成之后的补救	序号=14 | 问题=确认任务完成后才发现拿错/漏拿/存错时，纠错或退料流程如何约定？ | 关联场景/说明=确认完成之后的补救	cdb2f3c9a7902df261de03bac41082dd6a482567044588dc418d8023ddf81b51	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0647	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	2146158102c17d3cd3c9db5e80299c52a8cb80e993ba764804b6af58b318828a
PCR-0121	R01-A1913	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1299	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	仓位看板、车队看板的自动刷新周期与状态过期阈值；	序号=1 | 问题=仓位看板、车队看板的自动刷新周期与状态过期阈值 | 关联场景/说明=监控类界面	0a092aeab41a293914045cb1f4da480de9d0085fa4d5eac67f2a208a2394ef8d	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	graduate-hitl-question	issues/73-decide-monitoring-freshness-alert-retry-and-log-retention.md	问题已能按业务后果精确表述，并由《决定监控新鲜度、告警升级、重试与日志留存规则》统一承载；原声明保持未批准。	b538ada44d47c5887716cadce4876ac179e39124d9395dd49b73a72589fd4019
PCR-0122	R01-A1914	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1299	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	监控类界面	序号=1 | 问题=仓位看板、车队看板的自动刷新周期与状态过期阈值 | 关联场景/说明=监控类界面	bde676a2043753b7ccf411ada7283979a1476d1c8e02809ef93bfa2a5f2e23ed	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0648	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	93876da88adf57609edc94bd4619eb03d3ab1dde02375a794dbef2be710e1640
PCR-0123	R01-A1915	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1300	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	各类告警阈值、去重策略、升级通知对象；	序号=2 | 问题=各类告警阈值、去重策略、升级通知对象 | 关联场景/说明=同步失败、无车可派、联锁等	d1448e1523a421e29b8fd6ce138aae81b0eed97bd9d3033c02cded2be260ce08	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	graduate-hitl-question	issues/73-decide-monitoring-freshness-alert-retry-and-log-retention.md	问题已能按业务后果精确表述，并由《决定监控新鲜度、告警升级、重试与日志留存规则》统一承载；原声明保持未批准。	7a074acce34877457735fe9fddbdae8849ca04d29586b5c80bc1c4423134af94
PCR-0124	R01-A1916	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1300	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	同步失败、无车可派、联锁等	序号=2 | 问题=各类告警阈值、去重策略、升级通知对象 | 关联场景/说明=同步失败、无车可派、联锁等	ee57dabf007a9580b8a65b3527157ed2f805577b2962c01c929b42af962e6f20	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0649	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	982250e68f4ed9a0b2d2a25e07ea24bf9fc4629ecb91d353c900bfff0e4439b4
PCR-0125	R01-A1917	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1301	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	监控看板展示字段清单、界面布局、筛选维度；	序号=3 | 问题=监控看板展示字段清单、界面布局、筛选维度 | 关联场景/说明=UI 细节	3602e5be4d8f5791dece6ae6b8d198ffef254230ad7e2ae947464e0ce49aebbf	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	out-of-current-destination	map.md#Out-of-scope	界面布局、字段摆放和筛选交互属于后续正式 spec/系统设计。	c2ea206806cbeba56edcfe3e9d3f074564dc14bed77c8550d409209d0817dd7a
PCR-0126	R01-A1918	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1301	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	UI 细节	序号=3 | 问题=监控看板展示字段清单、界面布局、筛选维度 | 关联场景/说明=UI 细节	4bfffd02ff0a8210eba519c5f27dd46f2e9ec1bf446e9cf3d78609e6d4aa647c	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0650	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	b9549ca912651f1237795b7c71c89367b28f12a66d051cfe37944695582196e6
PCR-0127	R01-A1919	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1302	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	IO 映射、停靠点、充电策略等是否支持批量导入及导入格式；	序号=4 | 问题=IO 映射、停靠点、充电策略等是否支持批量导入及导入格式 | 关联场景/说明=配置维护	a170c5868142e336b8d81549a7fdab2d5d80a359161f056ed0d2dfd85b890276	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	needs-atomic-reframing	issues/72-decide-slot-io-mapping-activation-and-maintenance-policy.md;issues/75-decide-charging-threshold-configuration-and-abnormal-lifecycle.md;issues/76-decide-idle-return-parking-point-eligibility-and-arbitration.md	原声明混合多个业务后果、实现机制、历史状态或已决与未决部分，不能整体批准；相关原子问题已另行指向。	3a1d0a7713d371b07541624f0c9f2cf72e55dd46d1757bf258baaf4318c39b63
PCR-0128	R01-A1920	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1302	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	配置维护	序号=4 | 问题=IO 映射、停靠点、充电策略等是否支持批量导入及导入格式 | 关联场景/说明=配置维护	fc21094b8acc2d474fdb61dbbb67145cae51b937b4208b7cb0d89a5b659a91f4	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0651	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	944ddfa846a8584aec52193d966ccfb0d6a7a377dca3a580a62741de2e3ba4e5
PCR-0129	R01-A1921	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1303	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	调度平台「移动到指定点并充电」专用接口形态与联调细节；	序号=5 | 问题=调度平台「移动到指定点并充电」专用接口形态与联调细节 | 关联场景/说明=充电	06e6a9101bcb05541e4ea935f0c5f1bf307647f83b53182c5bef2240ed64eae5	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	needs-evidence-before-candidacy	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	该记录要求目标环境、接口、字段、配置值或版本绑定事实；现有材料不足，不能由批准人猜测或由实现反推。	18eda7ad2e1caa1b6343ac6a2f3a6f10d191f097c48d88ad6393920c4172d106
PCR-0130	R01-A1922	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1303	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	充电	序号=5 | 问题=调度平台「移动到指定点并充电」专用接口形态与联调细节 | 关联场景/说明=充电	a5e408eaee013e640dfe34939d33774160c864c292ea13e1f47db2c20dd2f4f9	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0652	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	3e84b6e59e9a8c72e83b3506c72edd6786380db76ecae59097744384cbbf9160
PCR-0131	R01-A1923	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1304	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	下发/轮询失败的重试次数与间隔；	序号=6 | 问题=下发/轮询失败的重试次数与间隔 | 关联场景/说明=移动任务下发与监听	a86df7d01bde65b5da685a688f780aeabf3c89ec1d719ba9004c6f87c6c754a9	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	graduate-hitl-question	issues/73-decide-monitoring-freshness-alert-retry-and-log-retention.md	问题已能按业务后果精确表述，并由《决定监控新鲜度、告警升级、重试与日志留存规则》统一承载；原声明保持未批准。	66b50aaab7f139fdd6d739a3e70a01f5ee976ecc630efb47850e0b790d148603
PCR-0132	R01-A1924	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1304	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	移动任务下发与监听	序号=6 | 问题=下发/轮询失败的重试次数与间隔 | 关联场景/说明=移动任务下发与监听	32583d3173d1e7f6b50c8d9aba8c1d4c8dd61b9722d4c1fcfbfd9a95aeea91e6	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0653	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	a16768549f9043814881bbec88b0df482ad1bbc65dc4ca41856db919095e1726
PCR-0133	R01-A1925	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1305	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	维护测试前是否强制禁用仓位；	序号=7 | 问题=维护测试前是否强制禁用仓位；门状态信号来源细化表述 | 关联场景/说明=硬件测试	7df3ced8e86aa18a35e91da8e77578ac09b2c5fa84b7ecce2ed95431ef24ce78	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	graduate-hitl-question	issues/72-decide-slot-io-mapping-activation-and-maintenance-policy.md	问题已能按业务后果精确表述，并由《决定仓位模型与 IO 映射配置、验证和启用门禁》统一承载；原声明保持未批准。	bd028ebb6e70d7122bad7d21df86f16d3883163f05a5385d3a87de5d1a8deb85
PCR-0134	R01-A1926	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1305	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	门状态信号来源细化表述；	序号=7 | 问题=维护测试前是否强制禁用仓位；门状态信号来源细化表述 | 关联场景/说明=硬件测试	858a726662c8519a8b70268adb505344c2be05970a36ffba8af1947c8faf2c8a	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	covered-by-approved-decision	issues/35-supply-slot-hardware-and-field-signal-evidence.md	8005 没有独立门磁，门相关事实只能来自已批准的锁反馈和光幕信号。	517ca6b8763a8c70201bcf1bb8169b187b9b2a7d400d65ea100f0769bf833d97
PCR-0135	R01-A1927	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1305	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	硬件测试	序号=7 | 问题=维护测试前是否强制禁用仓位；门状态信号来源细化表述 | 关联场景/说明=硬件测试	6032768b9f4780468f1976e6cc3dd10bb1e9dddd65e5d98b3459647a96bc3815	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0654	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	0e060327645cb97f561e46d66f091f7278767c536eb72ffdf68126a27ae0cbdb
PCR-0136	R01-A1928	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1306	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	审计可见数据域、技术日志组件清单的细部分配；	序号=8 | 问题=审计可见数据域、技术日志组件清单的细部分配 | 关联场景/说明=日志与审计	e836ee8fdb16853866e3439b4366fa210203c4fae02d6a198a87106d72828cd6	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	needs-atomic-reframing	issues/73-decide-monitoring-freshness-alert-retry-and-log-retention.md	原声明混合多个业务后果、实现机制、历史状态或已决与未决部分，不能整体批准；相关原子问题已另行指向。	49eca9536d67440d6431b292b7f27bbad3de238df204ce3fc5ce5dc246815713
PCR-0137	R01-A1929	R01	R01-13	requirement-documents/07-customer-deliverables/客户需求讨论稿-多仓位AGV系统.md	line 1306	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.2 可边开发边定	日志与审计	序号=8 | 问题=审计可见数据域、技术日志组件清单的细部分配 | 关联场景/说明=日志与审计	05f7250147de3f4d3281bd1171bde8d824082a038f8998eba17256de5c3e3bdc	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0655	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	a16788448601c944ad0c66820e6403fc04658507876eb936151d9f7c0c30d8fd
PCR-0138	R01-A2786	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	paragraph P0727	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单	下列问题汇总自各场景「待确认」，按对设计与验收的影响分组，便于讨论时逐项拍板。	下列问题汇总自各场景「待确认」，按对设计与验收的影响分组，便于讨论时逐项拍板。	9c9b244136c4834e414abe925a984190af9219fd9417f44c54bf4c9394d69672	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0635	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	e49b911d0a1b89f4fd5214753fc84dc21166e349288188c4532e0eb4d2293194
PCR-0139	R01-A2787	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R002	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	派车排序（约 1～3 分钟可配置）	序号=1 | 问题=任务长时间无车辆响应时，提升优先级的默认分钟数取多少？ | 关联场景/说明=派车排序（约 1～3 分钟可配置）	7dae3db6edbcad153d23eecc61b35c1734e3823b9244475fe1ac91adef5e0eaf	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0636	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	700c880782d8659dc6591c5cb08857668ed1cfe178d75647c46da37f56359e5c
PCR-0140	R01-A2788	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R003	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	派车排序	序号=2 | 问题=除第 5 类（叫料送机台）外，其余任务类型的优先级权重如何定？ | 关联场景/说明=派车排序	9a94b78be40e87bf75bb9edb278303fb056d906106f6ca74b1c1556c3ff83f47	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0637	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	586327ac3ab3422b168a1b4ea023b6823eff289aa8ef671ee6653436d5a93b4f
PCR-0141	R01-A2789	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R004	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	复合停靠/派车范围	序号=3 | 问题=顺路取货相对当前配送的最大延迟阈值取多少？ | 关联场景/说明=复合停靠/派车范围	8b9ffbaf2b1d4cbded4279e8c3d88e75b3131d054040875b22e770e054ecb286	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0638	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	1f5fd961730e88a7cfaf300ad2f1b112afecfa569366665f11052ae9e69acbff
PCR-0142	R01-A2790	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R005	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	仓位模型/硬件	序号=4 | 问题=仓位规格（尺寸、最大载重等）由谁配置、配置入口在哪里？ | 关联场景/说明=仓位模型/硬件	ccd6a80696da7f57e0d669089ff9ee40beff7150806469c27f9ac642696c0017	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0639	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	29278cc661d305ceefbf3068a445bd85e19a7c20ff556e041e236479a270b953
PCR-0143	R01-A2791	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R006	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	多花篮装载	序号=5 | 问题=IT 是否提供花篮数量相关接口，还是继续采用「重复扫码确认新增一篮」兜底？ | 关联场景/说明=多花篮装载	5bf8c1c302ddc27cdb85949ad5c7455386ea42b58f01bd301f188f9ecf473a58	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	singleton	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	051951cd2701b22a3ba712c03f11f8bcf6b337d9d3b78c8486392af34f8b22c3
PCR-0144	R01-A2792	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R007	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	地图建好后配置，程序不写死	序号=6 | 问题=四个固定区域（派工待送区、烘箱间、关卡区、三光区）的具体站点名是什么？ | 关联场景/说明=地图建好后配置，程序不写死	5c786ad66bd32a3c6c16a34794a29d44527b7de6110ed7cc2dc449bdc1d0d681	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0640	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	9392723292f7d0d90233bf870fa75a1e2923d3a17118a402bffb3a80d05a531f
PCR-0145	R01-A2793	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R008	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	AREA—站点映射	序号=7 | 问题=命名不规范、无法自动拆分的站点，显式覆盖清单由谁维护、上线前是否一次性梳理？ | 关联场景/说明=AREA—站点映射	b00b2ba6638a24138b15cbd11de264ec56d4331b2fbf58dc90a1ae6ef7fbd7d9	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0641	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	681fc1698b54c577a491e2d8eefb3de0ef1639d3f6aa8572caf73b9872e7df9e
PCR-0146	R01-A2794	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R009	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	途中故障改派/终止	序号=8 | 问题=UC-042 故障处置的操作权限边界、是否需二次认证/班组长审批，以及等待修复超时后如何处理？ | 关联场景/说明=途中故障改派/终止	6aabf39765defff2da620f170c493b3d5264a4724a4389bf90681c11448c7d05	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0642	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	9f153849eda86c9ab2088c45feb987fe7f77f82d05d223bb0bb9396127d7e128
PCR-0147	R01-A2795	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R010	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	安全联锁	序号=9 | 问题=UC-004 联锁失败（暂停/取消指令失败、车未及时停下）时，是否下发紧急停止？ | 关联场景/说明=安全联锁	cc65cc96cce5a79404c2a45543d5350344660cabeb1ceac5f730bdf30a3c4c6d	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0643	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	420d603ddec556fff3a9157be650e45f04ba70d966a93ec0e08a312c97695f67
PCR-0148	R01-A2796	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R011	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	到站取消	序号=10 | 问题=UC-006 到站取消运送后，是否联动向调度平台撤销移动指令（及队列如何清理）？ | 关联场景/说明=到站取消	b125c9fc556085a96152b1224c6fe36f644e8e02848aa18c6e0d4a594ed1d229	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0644	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	cbd9686e29dadcfdc370d81a458c897f129dabf8317127d0a929ef16a94537c8
PCR-0149	R01-A2797	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R012	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	角色与权限	序号=11 | 问题=维护类角色（设备/电气维护）与班组长在仓位测试、禁用、故障处置等操作上的权限边界如何划分？ | 关联场景/说明=角色与权限	52a8056e0e06a09f91ad9dfa7339c882fdf34091bbb30146a5c9d64840449192	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0645	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	ad4fe64b65603f1408434d7dff3dc5a4a8aba243745b78dddcb046df9b5127cf
PCR-0150	R01-A2798	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R013	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	角色与权限	序号=12 | 问题=厂内 IT 人员是否需要登录本 AGV 系统（管理配置端）？ | 关联场景/说明=角色与权限	52a8056e0e06a09f91ad9dfa7339c882fdf34091bbb30146a5c9d64840449192	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0645	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	9102a2eceecf9cb4c748ebaeb0773d429bd4e301e5dea8f802e223c17c8ccefa
PCR-0151	R01-A2799	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R014	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	终点卸货	序号=13 | 问题=是否存在「终点站到站后暂不收这批货」的拒收/取消场景？ | 关联场景/说明=终点卸货	e1d02bb7e3fef1e495f4cad4dd491067bf5dd9a4eedaf0d43d21371026f46929	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0646	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	b681a9c6adf2219f4dd10ea022cc08bdbf37db980e81bc2306d4f0e611dd8c30
PCR-0152	R01-A2800	R01	R01-14	requirement-documents/07-customer-deliverables/宿迁长电多仓位AGV系统-需求讨论稿-2026-07-14.docx	table T08 row R015	宿迁长电多仓位 AGV 系统 — 需求讨论稿 > 7. 待客户确认的问题清单 > 7.1 建议优先讨论（影响设计/验收）	确认完成之后的补救	序号=14 | 问题=确认任务完成后才发现拿错/漏拿/存错时，纠错或退料流程如何约定？ | 关联场景/说明=确认完成之后的补救	cdb2f3c9a7902df261de03bac41082dd6a482567044588dc418d8023ddf81b51	unresolved-question	needs-question-resolution	hold-for-question-or-reframing	none-found-within-r01-pass	not-approved	duplicate-or-evidence-only	SC-0647	该行只记录标题、分类、历史待办/阻塞状态、问题索引、重复标签或收敛说明；保留作证据，不单独形成需求决定。	0cb6e6b2abd33157292dc0c4e6a8d0f424cdf3cf8ab72aee52a997db9e4a8393
