candidate_id	batch_id	source_record_id	source_path	source_sha256	exact_location	section_path	statement_text	source_context	statement_fingerprint	candidate_class	source_claim_status	applicable_scope	baseline_route	duplicate_or_derivation	conflict_pointer	approval_state	approval_gap	exact_text_sha256	semantic_normalized_sha256	exact_text_cluster_id	normalized_text_cluster_id	semantic_review_cluster_id	relation_to_cluster_representative	review_disposition	approval_batch_id	graduate_conflict_pointers	version_scope_pointers
R03-A1389	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 119	UC-007 从 MES 同步生成搬运任务 > 异常流程 > E9.1 GONE 后同键再次出现或命中调度抑制	GONE 后同一 TransportDemandKey 再次出现时，MesIngest 保留旧 GONE 实例、分配新的本地 DemandId 并产生对账告警；	GONE 后同一 TransportDemandKey 再次出现时，MesIngest 保留旧 GONE 实例、分配新的本地 DemandId 并产生对账告警；不在接入层阻断，也不读取调度状态	fff67783c995bac6a44df3a7bc5ac4bd2b4b95cd744e1436046323ae97c64d0b	internal-interface-design-derivation	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	exclude-from-requirement-approval	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding;authoritative-business-or-safety-source;independent-approval-unit-reframing	1c73f7ecfdceb7ef66dc8601f37920a48c9c53c1baf66fdeaee16b7d037e1c84	82d0da8fabe42b69283cc0197bbd04a12a168ebb5f4eb22f518b21fd7230a729				singleton	excluded-not-for-requirement-approval			
R03-A1390	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 119	UC-007 从 MES 同步生成搬运任务 > 异常流程 > E9.1 GONE 后同键再次出现或命中调度抑制	不在接入层阻断，也不读取调度状态	GONE 后同一 TransportDemandKey 再次出现时，MesIngest 保留旧 GONE 实例、分配新的本地 DemandId 并产生对账告警；不在接入层阻断，也不读取调度状态	63fbbad03a4e8c231e7017176ed4930863baf179b974f44232b9002af6ec58ae	internal-process-design-derivation	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	exclude-from-requirement-approval	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding;authoritative-business-or-safety-source;independent-approval-unit-reframing	63fbbad03a4e8c231e7017176ed4930863baf179b974f44232b9002af6ec58ae	d509d73404ac369861ca14078be0c709acde6d99d4adc27151fe8aad88964f80				singleton	excluded-not-for-requirement-approval			
R03-A1391	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 120	UC-007 从 MES 同步生成搬运任务 > 异常流程 > E9.1 GONE 后同键再次出现或命中调度抑制	调度消费投影时若该 TransportDemandKey 命中本地取消的永久抑制，则不创建或恢复业务任务、不派车；	调度消费投影时若该 TransportDemandKey 命中本地取消的永久抑制，则不创建或恢复业务任务、不派车；这不改变 MesIngest 的投影	37703bf69c7a258c5aebc968f1aaa94f8188c390f39c50c17cb58f6b469141e2	internal-process-design-derivation	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	exclude-from-requirement-approval	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding;authoritative-business-or-safety-source;independent-approval-unit-reframing	2e6ed80287ef1e0be14a65b89908211eed6a63b565b27a3480f4b7ff51c96347	1261e8b7106d6608ce153ec8ac14831d8fab21261bf5f0328e721ac522e4114b				singleton	excluded-not-for-requirement-approval			
R03-A1392	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 120	UC-007 从 MES 同步生成搬运任务 > 异常流程 > E9.1 GONE 后同键再次出现或命中调度抑制	这不改变 MesIngest 的投影	调度消费投影时若该 TransportDemandKey 命中本地取消的永久抑制，则不创建或恢复业务任务、不派车；这不改变 MesIngest 的投影	d7712a779fa1210529c47a7eb712923558ca8f320496d5e281993365ff621247	internal-interface-design-derivation	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	exclude-from-requirement-approval	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding;authoritative-business-or-safety-source;independent-approval-unit-reframing	6b0ae5b22be918291896018ec4c7d76721a4790dd77b3ac7a9ba213dd44fcdd2	590706a97ebf3ef2c08394ea913144dd1b2134b164895419a727b7a9b1220521				singleton	excluded-not-for-requirement-approval			
R03-A1393	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 124	UC-007 从 MES 同步生成搬运任务 > 异常流程 > E10.1 MES 连接中断	已装货/已取货任务继续本地执行	已装货/已取货任务继续本地执行	5ec35a12605de418214d04becf69ac30adc36884d21175fd4b7d603c2c737831	internal-process-design-derivation	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	exclude-from-requirement-approval	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding;authoritative-business-or-safety-source;independent-approval-unit-reframing	5ec35a12605de418214d04becf69ac30adc36884d21175fd4b7d603c2c737831	5ec35a12605de418214d04becf69ac30adc36884d21175fd4b7d603c2c737831				singleton	excluded-not-for-requirement-approval			
R03-A1394	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 125	UC-007 从 MES 同步生成搬运任务 > 异常流程 > E10.1 MES 连接中断	未开始装货但已派车任务暂停前往，待恢复与完整快照确认	未开始装货但已派车任务暂停前往，待恢复与完整快照确认	1c442b8805e58a0a33494801ea755c6a2e0eed2b571b9bf17681d2db1c73bfc3	internal-process-design-derivation	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	exclude-from-requirement-approval	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding;authoritative-business-or-safety-source;independent-approval-unit-reframing	1c442b8805e58a0a33494801ea755c6a2e0eed2b571b9bf17681d2db1c73bfc3	cb7b60de8b358a530992161fad211bddae32202fa0ec1334518439d1cf80ca66				singleton	excluded-not-for-requirement-approval			
R03-A1395	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 129	UC-007 从 MES 同步生成搬运任务 > 备注	2026-07-14：自 `mes/AGV系统业务与MES任务模型.md` 融合已确认规则，替换原 TBD（去重键、轮询、判定、重试等）；	2026-07-14：自 `mes/AGV系统业务与MES任务模型.md` 融合已确认规则，替换原 TBD（去重键、轮询、判定、重试等）；细则以 BR-012、BR-014、BR-003 为准。	bda91302b0296927e8b651e4bc2b402b2e89b35b375141c8d27de3edbe4b346b	derivation-or-author-annotation-evidence	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	evidence-only	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	0273eed4e0add9f2d0dc35ef6aeb806821cba03f2e4f917404908b91c1f7f5fd	7dab9da79e1b2e79fe97b109681a5e907c211aa64702b8514b2085a9038a1b80				singleton	evidence-only			
R03-A1396	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 129	UC-007 从 MES 同步生成搬运任务 > 备注	细则以 BR-012、BR-014、BR-003 为准。	2026-07-14：自 `mes/AGV系统业务与MES任务模型.md` 融合已确认规则，替换原 TBD（去重键、轮询、判定、重试等）；细则以 BR-012、BR-014、BR-003 为准。	25f6afd88d6852f02668766154796857390f63a92e902cc350089fd0304d63a3	derivation-or-author-annotation-evidence	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	evidence-only	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	a04a0282356f7ad8ab49b96e67c8c318add639f0916367e63b3986210fd3306f	257580c5fbecbbe2b149fe01b767203f7644142374a8eeb4d7aa9292b5c32456				singleton	evidence-only			
R03-A1397	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 130	UC-007 从 MES 同步生成搬运任务 > 备注	本 UC 与 BR-001 分工：本 UC 负责任务“生成/对账”，BR-001 负责派车“范围划分”。	本 UC 与 BR-001 分工：本 UC 负责任务“生成/对账”，BR-001 负责派车“范围划分”。	22d86f7ade289b40be7a4c7160395fec313f82aea32f6a1135029090f3bb9b22	derivation-or-author-annotation-evidence	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	evidence-only	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	158d4c3010a700172d097e6d72508ed249dff2c6965c9a66f400107f8e419575	27a271f97fb3c92005e9f82ed5fc0d93ab462df885e61bcc493765ecd4f1caa2				singleton	evidence-only			
R03-A1398	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 131	UC-007 从 MES 同步生成搬运任务 > 备注	Mock 任务不走本 UC 的 MES 对账路径（见 BR-012）。	Mock 任务不走本 UC 的 MES 对账路径（见 BR-012）。	fb9f25cf11cceb43999bfab7940af5a0f1d4e5f7fd24ac88fa47dab5b66a70ac	derivation-or-author-annotation-evidence	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	evidence-only	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	7356e0f12d5dd76d5bc7c85218701cf4622ab433f396b1dfbd9d05f9996415da	a8df9cb04bf9ed5e51e2271ac46d6d273ed749a129af2e9b6edc2a60f5a2de4f				singleton	evidence-only			
R03-A1399	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 135	UC-007 从 MES 同步生成搬运任务 > 关联用例	[[uc-001-load-completed-lot-into-slot|UC-001]]：消费本 UC 生成的任务；	[[uc-001-load-completed-lot-into-slot|UC-001]]：消费本 UC 生成的任务；第一个仓门打开后改变 MES 消失取消边界。	0d8baff5a036e8d7cab4ace565320c250e60e8a9a928a50f76729b8f9876ba3d	traceability-evidence	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	evidence-only	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	4134808c33a60413c39d0fb6e9f7fe575fe33b7590e262efde96075df8dda374	2e0100dcfcaa15ee87294b22a9d5203f5fa32eebad92d822dcf8afa653f08505				singleton	evidence-only			
R03-A1400	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 135	UC-007 从 MES 同步生成搬运任务 > 关联用例	第一个仓门打开后改变 MES 消失取消边界。	[[uc-001-load-completed-lot-into-slot|UC-001]]：消费本 UC 生成的任务；第一个仓门打开后改变 MES 消失取消边界。	95fe9ab453106dbcd946da830fda85f5746d5cf60b85b647a1974a1e3544c5c8	traceability-evidence	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	evidence-only	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	4af959817459628fa20cc6b5c7cb112f096200643d91a6dfd932dfba5c79a40d	08e1df517dc5cb68fcb5ee64c032c5d3372b549c4d23f8a2cc319b7263cc68bd				singleton	evidence-only			
R03-A1401	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 136	UC-007 从 MES 同步生成搬运任务 > 关联用例	[[uc-003-agv-arrives-at-designated-station|UC-003]]：派车到站的下游过程。	[[uc-003-agv-arrives-at-designated-station|UC-003]]：派车到站的下游过程。	80b4b1922b369e56a873bd96abea1d8d8d06bc4b710ebb7e1b3ac78d8e87ebf9	traceability-evidence	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	evidence-only	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	f79cc3c8eb5c441fbe5985d0c5e92835af54c3f05ec916b6e7d4ddafb044f7c6	2b9f26aa37dfe6ed36d49cd1ab6043f5a48d819044cdebcf641a20207e867ed3				singleton	evidence-only			
R03-A1402	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 137	UC-007 从 MES 同步生成搬运任务 > 关联用例	[[br-001-dispatch-task-range|BR-001]]：派车任务范围。	[[br-001-dispatch-task-range|BR-001]]：派车任务范围。	5c56592f7c9eb499d4c88e242da6c40fdb2822b7b1eb7379058d345a3450e6b3	traceability-evidence	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	evidence-only	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	8960c57da7790da1dd8d5c185ea142f85a02970d9dbb6bf6d274ebf6f92985fc	d8dfbbf7ae2ff68743ebf892bcaa6669a0b6ad7680363527fc6518bbb786ddc6				singleton	evidence-only			
R03-A1403	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 138	UC-007 从 MES 同步生成搬运任务 > 关联用例	[[uc-008-dispatch-move-order-to-riot|UC-008]]、[[uc-023-allocate-transport-tasks-to-agv|UC-023]]：分配与下发。	[[uc-008-dispatch-move-order-to-riot|UC-008]]、[[uc-023-allocate-transport-tasks-to-agv|UC-023]]：分配与下发。	a03ba652e6d945654544f51974f6b239f8ebe2a8ac5cd5cac69af345851d4977	traceability-evidence	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	evidence-only	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	a4d639b7b5882a39a96b4f30ba9002eec9503fcc4aa4d22c40e6ded512b3af53	fc01d97920af49802d88587c4aa0cf99acad2eae7dfacdabbe47bcbd3a3b6dd2				singleton	evidence-only			
R03-A1404	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 139	UC-007 从 MES 同步生成搬运任务 > 关联用例	[[uc-024-maintain-area-station-mapping|UC-024]]：显式覆盖与解析诊断维护。	[[uc-024-maintain-area-station-mapping|UC-024]]：显式覆盖与解析诊断维护。	770ff003b47996f548287619dfd75ca2731ecc7e86377c7f50bf09d50f4aa021	traceability-evidence	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	evidence-only	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	CF-R01-003	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	d5f35765da0375a1ddc9aef19ae9f8bb5e004044a7fa77b0e2ed1a663d4477c0	7e60507cafe90209b880153fe337e4d40632a7464b8b568efdb87ed50764636d				singleton	evidence-only			
R03-A1405	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 140	UC-007 从 MES 同步生成搬运任务 > 关联用例	[[uc-026-select-template-and-create-workflow-instance|UC-026]]：候选任务匹配模板创建流程实例。	[[uc-026-select-template-and-create-workflow-instance|UC-026]]：候选任务匹配模板创建流程实例。	004d2d3333f1970b0bdb299eea144de42d11f9dcc6c978c9e8ce05a4caa78f42	traceability-evidence	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	evidence-only	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	f156877b5469e9e6423fcd43ef018ee16506cd1863a1bd1657d46879c8798394	ac760f9ac7eb4f2ad021d8fdb5c9d4fb4c454a5b21ee1b4aa2b94b785866713c				singleton	evidence-only			
R03-A1406	R03	R03-23	requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md	3698770e3790bd1691ed8ea1ce8985857132a46533ebfe200d3306e5ea073c8c	line 141	UC-007 从 MES 同步生成搬运任务 > 关联用例	[[br-012-mes-task-idempotency-and-reconciliation|BR-012]]、[[br-014-transport-task-types-and-fixed-stations|BR-014]]、[[br-003-area-station-mapping|BR-003]]。	[[br-012-mes-task-idempotency-and-reconciliation|BR-012]]、[[br-014-transport-task-types-and-fixed-stations|BR-014]]、[[br-003-area-station-mapping|BR-003]]。	ccec16e897fe665f1fbc25ad591f8359bb9f6fd721f2eee3dd4c040059eb67d9	traceability-evidence	unapproved-internal-design-exploration	MES-dispatch-and-RIoT	evidence-only	document-route:R03-I; [UC-007](../../../../requirement-documents/03-use-cases/04-transport-task-dispatch/uc-007-sync-transport-task-from-mes.md) `3698770e3790`；`96→0b→1d→ec→49`; 系统内部 MES 轮询/投影；自述吸收 [MES 任务模型](../../../../mes/AGV%E7%B3%BB%E7%BB%9F%E4%B8%9A%E5%8A%A1%E4%B8%8EMES%E4%BB%BB%E5%8A%A1%E6%A8%A1%E5%9E%8B.md)；BR-001/003/012/014	none-found-within-r03-pass	not-approved	named-approver;approval-date;approved-scope;version-or-sha256-binding	2a9279d20baa97bd1684551c065999b358dbea3c11e177d7985c07b8989ff58d	d0510a28e744c6a360e9fcadefaa28a8d747fb545ff4403ccead03e0cad14274				singleton	evidence-only			
