RequirementId	Title	OriginalScope	MvpFinalClassification	ControlServerImpact	OnboardHmiImpact	SharedProtocolImpact	FullProductCluster	ClusterBasis	Batch	Batch0FormNote	PreviousBatch	ChangeProposal
REQ-0209	最终并列必须确定且可审计。 任务所有业务层相同时按本地创建时间、再按 DemandId 稳定排序；车辆所有业…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	实现单任务选择、硬准入、等待与结构性阻断。	只接收当前唯一任务/等待原因。	需要任务分配、撤回/阻断和状态快照语义。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0210	正常积压与结构性无解分别升级。 所有车辆只是忙碌、容量暂满（含所需 SlotPosition 分组暂时空仓不…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	实现单任务选择、硬准入、等待与结构性阻断。	只接收当前唯一任务/等待原因。	需要任务分配、撤回/阻断和状态快照语义。	FP-C2 多车与多任务调度	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-4	成立于「无解即无车可派，人工看着办」：StructuralDispatchBlock 在服务端源码零命中，正常积压与结构性无解的分级升级没有载体。票 15 已点名该标识符零命中但未改判，交本票。	BATCH-6	CP-0002
REQ-0211	同站取消继续沿用既有 DemandId 与永久抑制边界。 操作员选择并取消一个 DemandId 对应的完整…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	实现单任务选择、硬准入、等待与结构性阻断。	只接收当前唯一任务/等待原因。	需要任务分配、撤回/阻断和状态快照语义。	FP-C2 多车与多任务调度	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-7	同站取消的执行那一半已实现；「完成后……永久抑制对应 TransportDemandKey」这一半随 REQ-0155 零实现。	BATCH-6	
REQ-0212	系统支持两种能力，但运行界面不同时提供两种入口。 服务端维护项目级、带版本的 LoadTaskEntryMo…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	首期延后	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-C3 车载 Worklist 选任务模式	来源票据 67-decide-same-station-cancellation-and-operator-task-opening.md)	BATCH-11		BATCH-7	
REQ-0213	SUBLOT_ENTRY：车载界面只提供扫码或键盘输入 SUBLOT；	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0214	WORKLIST_SELECTION：车载界面只提供从最新 CurrentStopWorklist 选择待装…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C3 车载 Worklist 选任务模式	来源票据 67-decide-same-station-cancellation-and-operator-task-opening.md)	BATCH-11		BATCH-7	
REQ-0215	入口模式按装货开始边界冻结。 参数变更不改变已经开始的 Sublot、OperationSession 绑定…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	首期延后	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-C3 车载 Worklist 选任务模式	来源票据 67-decide-same-station-cancellation-and-operator-task-opening.md)	BATCH-11		BATCH-7	
REQ-0216	普通现场操作员可以使用，不增加班组长逐次审批。 只有当前站点具有相应作业权限、已按 OperatorVeri…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0217	禁止一点即开门。 操作员先选择一个当前可开始的待装 DemandId，界面再独立展示完整 SUBLOT、任务…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C3 车载 Worklist 选任务模式	来源票据 67-decide-same-station-cancellation-and-operator-task-opening.md)	BATCH-11		BATCH-7	
REQ-0218	最终门禁仍由服务端掌握。 确认后服务端必须以最新 worklistRevision 重新校验操作员、Oper…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0219	责任按可证明的控制链划分。 系统负责清单正确性、完整展示、权限和最新状态复核，以及保证实际启动的 Deman…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C3 车载 Worklist 选任务模式	来源票据 67-decide-same-station-cancellation-and-operator-task-opening.md)	BATCH-11		BATCH-7	
REQ-0220	每次 WorklistTaskSelection 形成不可修改的业务审计。 最低记录包括入口模式及配置版本、…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	无首期实现影响；只保留为基线追溯，禁止误删原需求。	无首期实现影响；只保留为基线追溯，禁止误删原需求。	不进入 ProtocolVersion 1；不得为范围外能力预留未定义消息。	FP-C3 车载 Worklist 选任务模式	来源票据 67-decide-same-station-cancellation-and-operator-task-opening.md)	BATCH-11		BATCH-7	
REQ-0221	8005 不建立目的站接收确认、暂不收货、拒收或稍后接收状态。车辆到达目的站并满足既有卸货安全条件后直接开始…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0222	不提供操作员到站取消入口。卸货开始后必须完成全部目标仓位取空、仓门锁闭与开锁输出复位；人员尚未取货时保持卸货…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0223	普通操作员只在当前 OperationSession 内、StopClosureCommit 前，可以开关本…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0	v1.4.0（CP-0004）起删去「处理顺序不限」，操作员手工重开同样受 REQ-0357 一次一扇约束，另一扇未闭环时不得开启；车载端实现见 onboard-hmi#106。	BATCH-0	CP-0004
REQ-0224	本地完成后发现拿错、漏拿或存错，不重开、回滚或改写原任务，不在 8005 内重送，也不生成新的 MES 运输…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0225	“系统因光幕漏检而判空完成、产品实际仍锁在仓内”不是重送，而是维护开门模式中的完工后遗留物取出。车辆只要停在…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-C12 维护开门模式	MVP 剖面 FinalClassification=MVP 交互／安全依赖	DEFERRED	成立于「遗留物走异常处置会话取出」：完工后遗留物处置是维护开门模式的入口条件，MaintenanceDoor 两端源码零命中。整簇已按用户 2026-09-04 决定延后，业务目的由已实现的 ExceptionRecoverySession 加强制机械取出覆盖。	DEFERRED	
REQ-0226	维护开门模式由 R-09 班组长或被明确授予等效生产管理权限的人在车载端即时重新认证后进入；一次进入可重复开…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-C12 维护开门模式	MVP 剖面 FinalClassification=MVP 交互／安全依赖	DEFERRED	MaintenanceDoor 两端零命中；且本条要求在车载端即时重新认证，甲档下无认证模型（见 FP-C10）。整簇延后。 v1.4.0（CP-0004）起补进入条件：整车不得有未收敛的业务仓位操作，硬件故障的收尾走异常处置闭环（REQ-0358／0359）。整簇仍延后。	DEFERRED	CP-0004
REQ-0227	维护开门资格以服务端业务绑定为准：没有活动 Sublot、运输任务、其它货物绑定或未收敛仓位操作的仓位，无论…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-C12 维护开门模式	MVP 剖面 FinalClassification=MVP 交互／安全依赖	DEFERRED	MaintenanceDoor 与 SlotStateMismatch 两端零命中。整簇延后。	DEFERRED	
REQ-0228	原完成任务只在所选仓位最近一次完成操作唯一且此后没有其它仓位操作或任务绑定时自动附作审计线索；无法唯一确定时…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-C12 维护开门模式	MVP 剖面 FinalClassification=MVP 交互／安全依赖	DEFERRED	维护开门模式内的审计线索规则，随整簇延后。	DEFERRED	
REQ-0229	维护开门模式期间整车停站，阻止移动和新仓位作业，但保留已有任务与有料仓位绑定；退出前必须证明全部已开仓门锁闭…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-C12 维护开门模式	MVP 剖面 FinalClassification=MVP 交互／安全依赖	DEFERRED	维护开门模式期间的整车停站规则，随整簇延后。	DEFERRED	
REQ-0230	确认发生遗留物漏检后，立即把该仓位标记为不可操作并排除后续分配；只有 R-11 设备/电气维护人员完成检查、…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-C12 维护开门模式	MVP 剖面 FinalClassification=MVP 交互／安全依赖	DEFERRED	遗留物漏检后的仓位不可操作标记，随整簇延后。	DEFERRED	
REQ-0231	上述所有处置都不修改 MES，不等待或推动 MES 状态变化，也不把 8005 本地终态解释为 MES 完成…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握任务、仓位集和装卸业务承诺。	掌握扫码、操作员交互和逐仓物理执行。	需要装卸请求/结果、幂等身份、可靠事件与可替换快照。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0232	故障采用“疑似阻断—确认隔离”两级事实模型。 离线、通信中断、导航失败、单个订单 FAILED 和持续时间均…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-C11 RIoT 订单命令面与故障隔离	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-2	成立于「故障只有一级、且由人现场判定」：VehicleFaultIsolation 与 Isolation 两端源码零命中，疑似阻断—确认隔离的两级事实模型没有任何载体。	BATCH-2	
REQ-0233	自动确认故障使用严格硬证据白名单。 当前唯一可自动进入 VehicleFaultIsolation 的事实是…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-C11 RIoT 订单命令面与故障隔离	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-2	同 REQ-0232：自动确认故障的硬证据白名单需要 VehicleFaultIsolation 状态机，零实现。	BATCH-2	
REQ-0234	进入阻断先保护当前订单。 进入疑似阻断或正式隔离时立即禁止新派车，并对本项目当前执行订单自动调用 Order…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-C11 RIoT 订单命令面与故障隔离	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-2	成立于「阻断只需停止建新单」：本条明文要求进入阻断时对当前执行订单自动调用 OrderHold 并回查 HELD，而 OrderHold 两端源码零命中，8005 只会停止建新单、按不住已发出的订单。	BATCH-2	
REQ-0235	所有故障与被困货物处理统一为一次身份验证的异常处置会话。 ExceptionRecoverySession …	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0236	异常处置权限按个人授予。 初始授予 R-09 班组长、R-11 设备/电气维护人员和 R-13 AGV 运维…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	本场景不适用	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-C6 账号权限与密码治理	来源票据 69-decide-faulted-agv-isolation-cargo-handling-and-manual-override.md)；票 05 定案：随 FP-C10 一并延后（用户 2026-09-04 取甲档，本期不建人员认证）	DEFERRED		DEFERRED	
REQ-0237	普通放错只在离站前纠正。 8005 是一对一输送；车辆离开起点前保留既有 LoadCorrection 调整…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0238	已装货任务保持原绑定并采用双路径。 已有装货事实或货物状态未知时进入 FaultedVehicleCargo…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-C11 RIoT 订单命令面与故障隔离	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-2	成立于「已装货故障车由人现场处置」：FaultedVehicle 两端源码零命中，双路径分支无载体。	BATCH-2	
REQ-0239	修复续行保持同一业务任务与载货车辆。 原 RIoT 订单仍确认为 HELD 且身份、目标和货物绑定一致时走既…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-C11 RIoT 订单命令面与故障隔离	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-2	成立于「修复续行由人重新下单」：本条要求走既有 OrderContinue 授权及回查，OrderContinue 两端源码零命中。	BATCH-2	
REQ-0240	正常受控取货以电子物理闭环和具名交接终止业务。 车辆须已停稳且当前订单已 HELD/终结；结果未知时先完成断…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0241	极端锁和传感器故障使用强制机械取出。 锁无法经 DO 弹开，或锁反馈、光幕、占用检测等事实已经失真时，先完成…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0242	货物业务闭环与设备恢复闭环分离。 强制取出后，产品身份明确且完成具名交接时，ForcedCargoHando…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 交互／安全依赖	BATCH-0		BATCH-0	
REQ-0243	仓内光幕不属于安全联锁。 8005 的仓内光幕只形成 SlotOccupancyState，用于判断有物、无…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0244	仓门安全以“明确证明锁闭”为准。 8005 没有独立门磁，不能直接观测仓门打开或关闭；只有有效锁反馈明确证明…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0245	仓门未锁闭采用三层处置。 已授权正常装卸开仓只维持 StationOperationGuard，不告警、不急…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-B0 批次 0 候选（MVP 已覆盖）	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-0		BATCH-0	
REQ-0246	无法证明停车时立即升级，不等待固定超时。 当仓门未能证明安全锁闭，或疑似车辆故障阻断/车辆故障隔离已经要求停…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-C11 RIoT 订单命令面与故障隔离	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-2	成立于「无自动急停」：本条要求无法同时证明订单 HELD 与车辆停稳时自动调用 triggerEmergency，triggerEmergency 两端源码零命中。这是安全能力，已按用户 2026-09-04 决定在 8005-agv-control-server 开缺陷单。	BATCH-2	
REQ-0247	停稳必须依靠正面证据。 急停状态经回查确认为 CAN_RECOVER 或 CAN_NOT_RECOVER 时…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-C11 RIoT 订单命令面与故障隔离	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-2	成立于「单次查询即判停稳」：本条要求 movementState 加连续多次位置不变的组合证据，而 MovementState 只在 HttpRiotMovementGateway.cs:246 与 :266 各做一次相等判断（MT_RUNNING／MT_FINISHED），没有任何位置历史窗口。v1.3.0（CP-0003）起，急停状态回查确认为 CAN_RECOVER／CAN_NOT_RECOVER 即视为已停稳，未锁住时仍要求组合证据；实现见 control-server#63。	BATCH-2	CP-0003
REQ-0248	急停调用按状态重试并保留现场兜底。 急停状态未确认前按受控退避持续重试 triggerEmergency 并…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-C11 RIoT 订单命令面与故障隔离	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-2	同 REQ-0246：急停按状态受控退避重试需要 triggerEmergency 调用路径，零实现。v1.3.0（CP-0003）起，锁住后按 REQ-0247 视为已停稳并继续监控急停状态，经 REQ-0356 人工确认由服务端解除的不属于意外恢复；实现见 control-server#63。	BATCH-2	CP-0003
REQ-0249	发起急停遵循“停车宽、恢复严”。 系统满足条件时自动触发，不需要人工授权；现场人员可从车载端无需登录地为本车…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	掌握业务阻断、恢复授权和任务/货物绑定。	独占 IO、安全收尾、日志与恢复现场交互。	需要断联收敛、逐仓结果、未知状态和 RecoveryHandshake 对账。	FP-C11 RIoT 订单命令面与故障隔离	MVP 剖面 FinalClassification=MVP 直接必须	BATCH-2	同 REQ-0246：发起急停的「停车宽、恢复严」需要 triggerEmergency 与 cancelEmergency 两侧，均零实现。	BATCH-2	
REQ-0250	当前只有三种人员访问身份。 操作员通过手工输入工号形成本站操作者声明；维护管理员和系统管理员通过个人账号密码…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C10 人员认证与账号	票 05 复核：批次 0 判定只在「单机、单共享密钥、身份由客户端自报」形态下成立	DEFERRED	「操作员工号 + 两种个人账号密码登录」三种访问身份在没有任何登录机制时退化为一个进程级环境变量，三种身份不可区分。控制服务端 src/ 中 SystemAdministrator／MaintenanceAdministrator／AdministratorAccount／PasswordHash／LoginSession 全部零命中，28 张持久化表既无账号表也无管理员操作审计表；唯一的管理员身份是消息 payload 里的 administratorRole 字符串（OnboardRecoveryCoordinator.cs:251 只校验它属两值枚举），唯一的认证是 RecoveryProofAccepted（同文件 :1006）对环境变量 CONTROL_SERVER_RECOVERY_AUTHENTICATION_PROOF 的定时安全比较，全场共用一个密钥、不识别人、也不区分那两个角色。车载端 Login／Password／Account／工号 同样零命中，operatorId 来自环境变量（Configuration.cs:278），AdministratorRole 硬编码为 MAINTENANCE_ADMINISTRATOR（WireToGateBusinessService.cs:89）。	DEFERRED	
REQ-0251	系统管理员是软件维护人员的最高权限角色。 SystemAdministrator 拥有全部 8005 系统权…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 交互／安全依赖	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C10 人员认证与账号	票 05 复核：批次 0 判定只在「单机、单共享密钥、身份由客户端自报」形态下成立	DEFERRED	SystemAdministrator 实体不存在；其权限面（账号与角色管理、IO 映射修改与激活、系统级参数、外部接口配置、凭证与软件版本维护）在服务端全部无落点。控制服务端 src/ 中 SystemAdministrator／MaintenanceAdministrator／AdministratorAccount／PasswordHash／LoginSession 全部零命中，28 张持久化表既无账号表也无管理员操作审计表；唯一的管理员身份是消息 payload 里的 administratorRole 字符串（OnboardRecoveryCoordinator.cs:251 只校验它属两值枚举），唯一的认证是 RecoveryProofAccepted（同文件 :1006）对环境变量 CONTROL_SERVER_RECOVERY_AUTHENTICATION_PROOF 的定时安全比较，全场共用一个密钥、不识别人、也不区分那两个角色。车载端 Login／Password／Account／工号 同样零命中，operatorId 来自环境变量（Configuration.cs:278），AdministratorRole 硬编码为 MAINTENANCE_ADMINISTRATOR（WireToGateBusinessService.cs:89）。	DEFERRED	
REQ-0252	管理员必须一人一号且单会话。 每个管理员账号唯一绑定一名自然人，只授予维护管理员或系统管理员之一；禁止多人共…	8005 多仓位 AGV 项目；更窄边界以本条文本及来源票据为准	MVP 直接必须	提供身份、权限、审计和版本化仓位配置权威。	执行身份核验并消费只读布局/IO 绑定。	只交换最小身份、授权结果与配置身份，不同步管理界面。	FP-C10 人员认证与账号	票 05 复核：批次 0 判定只在「单机、单共享密钥、身份由客户端自报」形态下成立	DEFERRED	「一人一号且单会话」在既无账号也无会话时无任何实例，条款空转。控制服务端 src/ 中 SystemAdministrator／MaintenanceAdministrator／AdministratorAccount／PasswordHash／LoginSession 全部零命中，28 张持久化表既无账号表也无管理员操作审计表；唯一的管理员身份是消息 payload 里的 administratorRole 字符串（OnboardRecoveryCoordinator.cs:251 只校验它属两值枚举），唯一的认证是 RecoveryProofAccepted（同文件 :1006）对环境变量 CONTROL_SERVER_RECOVERY_AUTHENTICATION_PROOF 的定时安全比较，全场共用一个密钥、不识别人、也不区分那两个角色。车载端 Login／Password／Account／工号 同样零命中，operatorId 来自环境变量（Configuration.cs:278），AdministratorRole 硬编码为 MAINTENANCE_ADMINISTRATOR（WireToGateBusinessService.cs:89）。	DEFERRED	
